date,provincia,origine,presenze
2016-07-01,Teramo,estero,162353.0
2016-08-01,Teramo,estero,124614.0
2016-09-01,Teramo,estero,69137.0
2016-10-01,Teramo,estero,14598.0
2016-11-01,Teramo,estero,8901.0
2016-12-01,Teramo,estero,5749.0
2017-01-01,Teramo,estero,3940.0
2017-02-01,Teramo,estero,3803.0
2017-03-01,Teramo,estero,4879.0
2017-04-01,Teramo,estero,10764.0
2017-05-01,Teramo,estero,25723.0
2017-06-01,Teramo,estero,105178.0
2017-07-01,Teramo,estero,159313.0
2017-08-01,Teramo,estero,115490.0
2017-09-01,Teramo,estero,74069.0
2017-10-01,Teramo,estero,13011.0
2017-11-01,Teramo,estero,4142.0
2017-12-01,Teramo,estero,3406.0
2018-01-01,Teramo,estero,3127.0
2018-02-01,Teramo,estero,4240.0
2018-03-01,Teramo,estero,5448.0
2018-04-01,Teramo,estero,13145.0
2018-05-01,Teramo,estero,47178.0
2018-06-01,Teramo,estero,86142.0
2018-07-01,Teramo,estero,162916.0
2018-08-01,Teramo,estero,109778.0
2018-09-01,Teramo,estero,64877.0
2018-10-01,Teramo,estero,10177.0
2018-11-01,Teramo,estero,3888.0
2018-12-01,Teramo,estero,3252.0
2019-01-01,Teramo,estero,3002.0
2019-02-01,Teramo,estero,3158.0
2019-03-01,Teramo,estero,4230.0
2019-04-01,Teramo,estero,10863.0
2019-05-01,Teramo,estero,27545.0
2019-06-01,Teramo,estero,93915.0
2019-07-01,Teramo,estero,138281.0
2019-08-01,Teramo,estero,95000.0
2019-09-01,Teramo,estero,58337.0
2019-10-01,Teramo,estero,12809.0
2019-11-01,Teramo,estero,3737.0
2019-12-01,Teramo,estero,3848.0
2020-01-01,Teramo,estero,3608.0
2020-02-01,Teramo,estero,3092.0
2020-03-01,Teramo,estero,1333.0
2020-04-01,Teramo,estero,724.0
2020-05-01,Teramo,estero,807.0
2020-06-01,Teramo,estero,4849.0
2020-07-01,Teramo,estero,35198.0
2020-08-01,Teramo,estero,36466.0
2020-09-01,Teramo,estero,28565.0
2020-10-01,Teramo,estero,7391.0
2020-11-01,Teramo,estero,1864.0
2020-12-01,Teramo,estero,1297.0
2021-01-01,Teramo,estero,1012.0
2021-02-01,Teramo,estero,993.0
2021-03-01,Teramo,estero,1540.0
2021-04-01,Teramo,estero,1419.0
2021-05-01,Teramo,estero,7599.0
2021-06-01,Teramo,estero,29440.0
2021-07-01,Teramo,estero,86103.0
2021-08-01,Teramo,estero,75430.0
2021-09-01,Teramo,estero,57674.0
2021-10-01,Teramo,estero,12339.0
2021-11-01,Teramo,estero,3040.0
2021-12-01,Teramo,estero,2055.0
2022-01-01,Teramo,estero,1808.0
2022-02-01,Teramo,estero,2892.0
2022-03-01,Teramo,estero,4813.0
2022-04-01,Teramo,estero,17543.0
2022-05-01,Teramo,estero,38448.0
2022-06-01,Teramo,estero,100168.0
2022-07-01,Teramo,estero,143196.0
2022-08-01,Teramo,estero,101999.0
2022-09-01,Teramo,estero,73780.0
2022-10-01,Teramo,estero,23911.0
2022-11-01,Teramo,estero,12845.0
2022-12-01,Teramo,estero,10814.0
2023-01-01,Teramo,estero,5318.0
2023-02-01,Teramo,estero,5206.0
2023-03-01,Teramo,estero,6758.0
2023-04-01,Teramo,estero,11230.0
2023-05-01,Teramo,estero,40134.0
2023-06-01,Teramo,estero,79318.0
2023-07-01,Teramo,estero,125566.0
2023-08-01,Teramo,estero,88804.0
2023-09-01,Teramo,estero,58995.0
2023-10-01,Teramo,estero,17159.0
2023-11-01,Teramo,estero,6996.0
2023-12-01,Teramo,estero,6164.0
2024-01-01,Teramo,estero,6027.0
2024-02-01,Teramo,estero,5186.0
2024-03-01,Teramo,estero,6809.0
2024-04-01,Teramo,estero,10473.0
2024-05-01,Teramo,estero,50639.0
2024-06-01,Teramo,estero,68775.0
2024-07-01,Teramo,estero,130355.0
2024-08-01,Teramo,estero,95167.0
2024-09-01,Teramo,estero,65394.0
2024-10-01,Teramo,estero,19879.0
2024-11-01,Teramo,estero,5387.0
2024-12-01,Teramo,estero,6863.0
2008-01-01,Teramo,italiani,32790.0
2008-02-01,Teramo,italiani,39297.0
2008-03-01,Teramo,italiani,33677.0
2008-04-01,Teramo,italiani,37160.0
2008-05-01,Teramo,italiani,86904.0
2008-06-01,Teramo,italiani,546621.0
2008-07-01,Teramo,italiani,928520.0
2008-08-01,Teramo,italiani,1154374.0
2008-09-01,Teramo,italiani,232376.0
2008-10-01,Teramo,italiani,35651.0
2008-11-01,Teramo,italiani,26045.0
2008-12-01,Teramo,italiani,31120.0
2009-01-01,Teramo,italiani,33626.0
2009-02-01,Teramo,italiani,32031.0
2009-03-01,Teramo,italiani,27792.0
2009-04-01,Teramo,italiani,43329.0
2009-05-01,Teramo,italiani,84333.0
2009-06-01,Teramo,italiani,385035.0
2009-07-01,Teramo,italiani,709581.0
2009-08-01,Teramo,italiani,949718.0
2009-09-01,Teramo,italiani,236153.0
2009-10-01,Teramo,italiani,76068.0
2009-11-01,Teramo,italiani,60421.0
2009-12-01,Teramo,italiani,56636.0
2010-01-01,Teramo,italiani,52465.0
2010-02-01,Teramo,italiani,48638.0
2010-03-01,Teramo,italiani,46198.0
2010-04-01,Teramo,italiani,56210.0
2010-05-01,Teramo,italiani,86092.0
2010-06-01,Teramo,italiani,462605.0
2010-07-01,Teramo,italiani,925436.0
2010-08-01,Teramo,italiani,1128058.0
2010-09-01,Teramo,italiani,230648.0
2010-10-01,Teramo,italiani,38140.0
2010-11-01,Teramo,italiani,32715.0
2010-12-01,Teramo,italiani,36329.0
2011-01-01,Teramo,italiani,35122.0
2011-02-01,Teramo,italiani,32198.0
2011-03-01,Teramo,italiani,34173.0
2011-04-01,Teramo,italiani,50244.0
2011-05-01,Teramo,italiani,66236.0
2011-06-01,Teramo,italiani,485249.0
2011-07-01,Teramo,italiani,959487.0
2011-08-01,Teramo,italiani,1182328.0
2011-09-01,Teramo,italiani,259506.0
2011-10-01,Teramo,italiani,39788.0
2011-11-01,Teramo,italiani,30098.0
2011-12-01,Teramo,italiani,31078.0
2012-01-01,Teramo,italiani,30191.0
2012-02-01,Teramo,italiani,26087.0
2012-03-01,Teramo,italiani,30391.0
2012-04-01,Teramo,italiani,46266.0
2012-05-01,Teramo,italiani,61575.0
2012-06-01,Teramo,italiani,491084.0
2012-07-01,Teramo,italiani,928497.0
2012-08-01,Teramo,italiani,1184180.0
2012-09-01,Teramo,italiani,248689.0
2012-10-01,Teramo,italiani,29207.0
2012-11-01,Teramo,italiani,26490.0
2012-12-01,Teramo,italiani,31470.0
2013-01-01,Teramo,italiani,30430.0
2013-02-01,Teramo,italiani,24721.0
2013-03-01,Teramo,italiani,32968.0
2013-04-01,Teramo,italiani,39451.0
2013-05-01,Teramo,italiani,55411.0
2013-06-01,Teramo,italiani,458631.0
2013-07-01,Teramo,italiani,882667.0
2013-08-01,Teramo,italiani,1143272.0
2013-09-01,Teramo,italiani,236371.0
2013-10-01,Teramo,italiani,24716.0
2013-11-01,Teramo,italiani,23966.0
2013-12-01,Teramo,italiani,26228.0
2014-01-01,Teramo,italiani,22646.0
2014-02-01,Teramo,italiani,22411.0
2014-03-01,Teramo,italiani,23781.0
2014-04-01,Teramo,italiani,43207.0
2014-05-01,Teramo,italiani,53050.0
2014-06-01,Teramo,italiani,395860.0
2014-07-01,Teramo,italiani,839582.0
2014-08-01,Teramo,italiani,1092289.0
2014-09-01,Teramo,italiani,201953.0
2014-10-01,Teramo,italiani,58959.0
2014-11-01,Teramo,italiani,35783.0
2014-12-01,Teramo,italiani,59174.0
2015-01-01,Teramo,italiani,23067.0
2015-02-01,Teramo,italiani,21531.0
2015-03-01,Teramo,italiani,22085.0
2015-04-01,Teramo,italiani,39977.0
2015-05-01,Teramo,italiani,93385.0
2015-06-01,Teramo,italiani,426536.0
2015-07-01,Teramo,italiani,858011.0
2015-08-01,Teramo,italiani,1108678.0
2015-09-01,Teramo,italiani,224394.0
2015-10-01,Teramo,italiani,27226.0
2015-11-01,Teramo,italiani,21840.0
2015-12-01,Teramo,italiani,24978.0
2016-01-01,Teramo,italiani,22582.0
2016-02-01,Teramo,italiani,17651.0
2016-03-01,Teramo,italiani,29044.0
2016-04-01,Teramo,italiani,51106.0
2016-05-01,Teramo,italiani,92375.0
2016-06-01,Teramo,italiani,431814.0
2016-07-01,Teramo,italiani,838892.0
2016-08-01,Teramo,italiani,1074332.0
2016-09-01,Teramo,italiani,201315.0
2016-10-01,Teramo,italiani,25814.0
2016-11-01,Teramo,italiani,50093.0
2016-12-01,Teramo,italiani,36584.0
2017-01-01,Teramo,italiani,57061.0
2017-02-01,Teramo,italiani,47019.0
2017-03-01,Teramo,italiani,45379.0
2017-04-01,Teramo,italiani,84276.0
2017-05-01,Teramo,italiani,78671.0
2017-06-01,Teramo,italiani,414331.0
2017-07-01,Teramo,italiani,813079.0
2017-08-01,Teramo,italiani,1030072.0
2017-09-01,Teramo,italiani,230644.0
2017-10-01,Teramo,italiani,33230.0
2017-11-01,Teramo,italiani,30055.0
2017-12-01,Teramo,italiani,31852.0
2018-01-01,Teramo,italiani,26847.0
2018-02-01,Teramo,italiani,25151.0
2018-03-01,Teramo,italiani,38730.0
2018-04-01,Teramo,italiani,64321.0
2018-05-01,Teramo,italiani,59713.0
2018-06-01,Teramo,italiani,449485.0
2018-07-01,Teramo,italiani,818330.0
2018-08-01,Teramo,italiani,1040742.0
2018-09-01,Teramo,italiani,213427.0
2018-10-01,Teramo,italiani,25255.0
2018-11-01,Teramo,italiani,24611.0
2018-12-01,Teramo,italiani,29716.0
2019-01-01,Teramo,italiani,23968.0
2019-02-01,Teramo,italiani,21914.0
2019-03-01,Teramo,italiani,24866.0
2019-04-01,Teramo,italiani,64021.0
2019-05-01,Teramo,italiani,66471.0
2019-06-01,Teramo,italiani,457799.0
2019-07-01,Teramo,italiani,851028.0
2019-08-01,Teramo,italiani,1022567.0
2019-09-01,Teramo,italiani,216443.0
2019-10-01,Teramo,italiani,25777.0
2019-11-01,Teramo,italiani,27315.0
2019-12-01,Teramo,italiani,31158.0
2020-01-01,Teramo,italiani,25170.0
2020-02-01,Teramo,italiani,22168.0
2020-03-01,Teramo,italiani,12523.0
2020-04-01,Teramo,italiani,7603.0
2020-05-01,Teramo,italiani,9783.0
2020-06-01,Teramo,italiani,112694.0
2020-07-01,Teramo,italiani,549656.0
2020-08-01,Teramo,italiani,894642.0
2020-09-01,Teramo,italiani,238063.0
2020-10-01,Teramo,italiani,23007.0
2020-11-01,Teramo,italiani,14424.0
2020-12-01,Teramo,italiani,12940.0
2021-01-01,Teramo,italiani,13439.0
2021-02-01,Teramo,italiani,13603.0
2021-03-01,Teramo,italiani,13882.0
2021-04-01,Teramo,italiani,14279.0
2021-05-01,Teramo,italiani,42533.0
2021-06-01,Teramo,italiani,327371.0
2021-07-01,Teramo,italiani,828397.0
2021-08-01,Teramo,italiani,1057925.0
2021-09-01,Teramo,italiani,284585.0
2021-10-01,Teramo,italiani,29843.0
2021-11-01,Teramo,italiani,25513.0
2021-12-01,Teramo,italiani,24111.0
2022-01-01,Teramo,italiani,17636.0
2022-02-01,Teramo,italiani,21338.0
2022-03-01,Teramo,italiani,24793.0
2022-04-01,Teramo,italiani,51473.0
2022-05-01,Teramo,italiani,51616.0
2022-06-01,Teramo,italiani,423500.0
2022-07-01,Teramo,italiani,779492.0
2022-08-01,Teramo,italiani,949755.0
2022-09-01,Teramo,italiani,261736.0
2022-10-01,Teramo,italiani,50634.0
2022-11-01,Teramo,italiani,43648.0
2022-12-01,Teramo,italiani,48439.0
2023-01-01,Teramo,italiani,25295.0
2023-02-01,Teramo,italiani,20325.0
2023-03-01,Teramo,italiani,23248.0
2023-04-01,Teramo,italiani,57841.0
2023-05-01,Teramo,italiani,63300.0
2023-06-01,Teramo,italiani,443720.0
2023-07-01,Teramo,italiani,773178.0
2023-08-01,Teramo,italiani,958046.0
2023-09-01,Teramo,italiani,251630.0
2023-10-01,Teramo,italiani,30708.0
2023-11-01,Teramo,italiani,27389.0
2023-12-01,Teramo,italiani,30321.0
2024-01-01,Teramo,italiani,27859.0
2024-02-01,Teramo,italiani,28605.0
2024-03-01,Teramo,italiani,44812.0
2024-04-01,Teramo,italiani,52234.0
2024-05-01,Teramo,italiani,75500.0
2024-06-01,Teramo,italiani,441765.0
2024-07-01,Teramo,italiani,799100.0
2024-08-01,Teramo,italiani,986075.0
2024-09-01,Teramo,italiani,262180.0
2024-10-01,Teramo,italiani,32923.0
2024-11-01,Teramo,italiani,23288.0
2024-12-01,Teramo,italiani,31066.0
