anno,sigla_provincia,comune,cod_istat,ambito,arrivi_italiani,arrivi_stranieri,presenze_italiane,presenze_straniere
2021,SI,Sovicille,52034,Terre di Siena,12035,8346,33150,37752
2021,SI,Torrita di Siena,52035,Val di Chiana Senese,4385,4499,10013,19206
2021,SI,Trequanda,52036,Val di Chiana Senese,11379,6576,29099,23709
2022,AR,Anghiari,51001,Valtiberina Toscana,5955,2161,11588,10284
2022,AR,Arezzo,51002,Arezzo,151124,61774,260431,174587
2022,AR,Badia Tedalda,51003,Valtiberina Toscana,937,154,4976,781
2022,AR,Bibbiena,51004,Casentino,5603,2285,15570,14611
2022,AR,Bucine,51005,Valdarno Aretino,4380,16758,11909,94051
2022,AR,Capolona,51006,Arezzo,534,1349,1488,9211
2022,AR,Caprese Michelangelo,51007,Valtiberina Toscana,1562,698,3832,3246
2022,AR,Castel Focognano,51008,Casentino,89,240,301,2265
2022,AR,Castel San Niccolï¿½,51010,Casentino,968,538,3108,3082
2022,AR,Castelfranco Piandiscï¿½,51040,Valdarno Aretino,801,1416,2744,9491
2022,AR,Castiglion Fibocchi,51011,Arezzo,853,1360,2363,8391
2022,AR,Castiglion Fiorentino,51012,Val di Chiana Aretina,16328,17481,32675,60778
2022,AR,Cavriglia,51013,Valdarno Aretino,13591,8416,55347,45403
2022,AR,Chitignano,51014,Casentino,309,79,1203,305
2022,AR,Chiusi della Verna,51015,Casentino,8232,2602,17431,5786
2022,AR,Civitella in Val di Chiana,51016,Val di Chiana Aretina,6281,2773,14916,15277
2022,AR,Cortona,51017,Val di Chiana Aretina,23317,30099,50473,144897
2022,AR,Foiano della Chiana,51018,Val di Chiana Aretina,6354,2861,10697,13589
2022,AR,Laterina Pergine Valdarno,51042,Valdarno Aretino,9226,6158,20293,32390
2022,AR,Loro Ciuffenna,51020,Valdarno Aretino,2431,8497,5960,39150
2022,AR,Lucignano,51021,Val di Chiana Aretina,1427,2044,3946,13296
2022,AR,Marciano della Chiana,51022,Val di Chiana Aretina,424,271,1174,1590
2022,AR,Monte San Savino,51025,Val di Chiana Aretina,6907,5144,19177,21310
2022,AR,Montemignaio,51023,Casentino,637,707,8067,2028
2022,AR,Monterchi,51024,Valtiberina Toscana,25,203,124,1770
2022,AR,Montevarchi,51026,Valdarno Aretino,14629,5997,25439,15577
2022,AR,Ortignano Raggiolo,51027,Casentino,399,749,1042,4765
2022,AR,Pieve Santo Stefano,51030,Valtiberina Toscana,7428,2718,16039,6307
2022,AR,Poppi,51031,Casentino,18243,7693,44060,33181
2022,AR,Pratovecchio Stia,51041,Casentino,3404,1507,7580,8096
2022,AR,San Giovanni Valdarno,51033,Valdarno Aretino,1593,962,6974,4200
2022,AR,Sansepolcro,51034,Valtiberina Toscana,19859,6298,40118,23031
2022,AR,Sestino,51035,Valtiberina Toscana,143,29,390,254
2022,AR,Subbiano,51037,Casentino,4548,1668,7679,8050
2022,AR,Talla,51038,Casentino,1019,129,2670,989
2022,AR,Terranuova Bracciolini,51039,Valdarno Aretino,22381,7794,55237,22499
2022,FI,Bagno a Ripoli,48001,Firenze e Area Fiorentina,15320,22854,40671,70146
2022,FI,Barberino Tavarnelle,48054,Chianti,23109,46688,52101,203672
2022,FI,Barberino di Mugello,48002,Mugello,31693,11647,72869,25842
2022,FI,Borgo San Lorenzo,48004,Mugello,13201,12893,24451,40559
2022,FI,Calenzano,48005,Firenze e Area Fiorentina,58312,39698,128379,74464
2022,FI,Campi Bisenzio,48006,Firenze e Area Fiorentina,40600,29682,70728,56909
2022,FI,Capraia e Limite,48008,Empolese Valdelsa e Montalbano,3494,3304,15302,14382
2022,FI,Castelfiorentino,48010,Empolese Valdelsa e Montalbano,3591,4114,9603,21660
2022,FI,Cerreto Guidi,48011,Empolese Valdelsa e Montalbano,3452,5734,8898,23002
2022,FI,Certaldo,48012,Empolese Valdelsa e Montalbano,9545,18644,23662,68941
2022,FI,Dicomano,48013,Mugello,1150,1455,4536,8780
2022,FI,Empoli,48014,Empolese Valdelsa e Montalbano,8815,3030,20421,9760
2022,FI,Fiesole,48015,Firenze e Area Fiorentina,17913,35690,37268,105430
2022,FI,Figline e Incisa Valdarno,48052,Firenze e Area Fiorentina,32971,53539,88319,397263
2022,FI,Firenze,48017,Firenze e Area Fiorentina,1037437,2220924,1911743,5502897
2022,FI,Firenzuola,48018,Mugello,5503,2226,10240,5943
2022,FI,Fucecchio,48019,Empolese Valdelsa e Montalbano,2704,1941,6952,9876
2022,FI,Gambassi Terme,48020,Empolese Valdelsa e Montalbano,6353,10691,11091,50690
2022,FI,Greve in Chianti,48021,Chianti,13190,45274,29377,165370
2022,FI,Impruneta,48022,Firenze e Area Fiorentina,16890,23155,36557,69760
2022,FI,Lastra a Signa,48024,Firenze e Area Fiorentina,7669,5298,17344,22967
2022,FI,Londa,48025,Firenze e Area Fiorentina,436,648,953,3342
2022,FI,Marradi,48026,Mugello,2703,815,15625,5559
2022,FI,Montaione,48027,Empolese Valdelsa e Montalbano,11753,38617,32860,228449
2022,FI,Montelupo Fiorentino,48028,Empolese Valdelsa e Montalbano,3754,1678,18837,8386
2022,FI,Montespertoli,48030,Empolese Valdelsa e Montalbano,7546,15749,22508,71666
2022,FI,Palazzuolo sul Senio,48031,Mugello,3474,1659,11242,12246
2022,FI,Pelago,48032,Firenze e Area Fiorentina,3203,3759,8764,16791
2022,FI,Pontassieve,48033,Firenze e Area Fiorentina,6011,9873,13234,41032
2022,FI,Reggello,48035,Firenze e Area Fiorentina,22537,20631,60536,75217
2022,FI,Rignano sull'Arno,48036,Firenze e Area Fiorentina,7441,22075,16461,80720
2022,FI,Rufina,48037,Firenze e Area Fiorentina,1350,1234,4831,5162
2022,FI,San Casciano in Val di Pesa,48038,Chianti,13016,23102,32226,92104
2022,FI,San Godenzo,48039,Mugello,1317,183,4482,993
2022,FI,Scandicci,48041,Firenze e Area Fiorentina,17179,6646,36882,20777
2022,FI,Scarperia e San Piero,48053,Mugello,28177,12724,44699,32224
2022,FI,Sesto Fiorentino,48043,Firenze e Area Fiorentina,57238,56119,96508,86978
2022,FI,Signa,48044,Firenze e Area Fiorentina,17130,9269,40452,21169
2022,FI,Vaglia,48046,Firenze e Area Fiorentina,4117,2783,8490,7986
2022,FI,Vicchio,48049,Mugello,2865,4510,9615,21576
2022,FI,Vinci,48050,Empolese Valdelsa e Montalbano,19277,10457,34292,39868
2022,GR,Arcidosso,53001,Amiata,3516,1433,8786,7586
2022,GR,Campagnatico,53002,Maremma Toscana Area Sud,1487,1673,5368,11183
2022,GR,Capalbio,53003,Maremma Toscana Area Sud,26760,4414,128482,18741
2022,GR,Castel del Piano,53004,Amiata,9411,1803,19371,7107
2022,GR,Castell'Azzara,53005,Amiata,924,417,3514,2859
2022,GR,Castiglione della Pescaia,53006,Maremma Toscana Area Nord,152673,76209,851503,523830
2022,GR,Cinigiano,53007,Maremma Toscana Area Sud,3011,4984,10296,19885
2022,GR,Civitella Paganico,53008,Maremma Toscana Area Sud,4125,2405,13704,14735
2022,GR,Follonica,53009,Maremma Toscana Area Nord,78160,22174,385565,151747
2022,GR,Gavorrano,53010,Maremma Toscana Area Nord,7684,7756,27408,47845
2022,GR,Grosseto,53011,Maremma Toscana Area Sud,195386,40110,903736,201610
2022,GR,Isola del Giglio,53012,Maremma Toscana Area Sud,18904,3544,74280,15611
2022,GR,Magliano in Toscana,53013,Maremma Toscana Area Sud,17095,5034,60319,22446
2022,GR,Manciano,53014,Maremma Toscana Area Sud,68526,19130,164159,47404
2022,GR,Massa Marittima,53015,Maremma Toscana Area Nord,22747,16484,71648,104074
2022,GR,Monte Argentario,53016,Maremma Toscana Area Sud,32033,16261,109056,52088
2022,GR,Monterotondo Marittimo,53027,Maremma Toscana Area Nord,1090,1245,4119,9249
2022,GR,Montieri,53017,Maremma Toscana Area Nord,2015,1183,6062,7179
2022,GR,Orbetello,53018,Maremma Toscana Area Sud,180526,33019,912183,152658
2022,GR,Pitigliano,53019,Maremma Toscana Area Sud,7721,2609,15128,5303
2022,GR,Roccalbegna,53020,Amiata,1000,676,2408,3177
2022,GR,Roccastrada,53021,Maremma Toscana Area Nord,4452,6922,14641,33860
2022,GR,Santa Fiora,53022,Amiata,568,272,2168,2657
2022,GR,Scansano,53023,Maremma Toscana Area Sud,7681,2569,22603,13330
2022,GR,Scarlino,53024,Maremma Toscana Area Nord,43980,15664,226878,108734
2022,GR,Seggiano,53025,Amiata,2969,2664,6998,11612
2022,GR,Semproniano,53028,Maremma Toscana Area Sud,5642,1469,12674,3946
2022,GR,Sorano,53026,Maremma Toscana Area Sud,11340,3564,24847,8654
2022,LI,Bibbona,49001,Costa degli Etruschi,109210,56680,905434,396825
2022,LI,Campiglia Marittima,49002,Costa degli Etruschi,27693,10267,101086,57779
2022,LI,Campo nell'Elba,49003,Elba e Isole di Toscana,59320,26534,352546,185210
2022,LI,Capoliveri,49004,Elba e Isole di Toscana,86616,61547,565370,468480
2022,LI,Capraia Isola,49005,Livorno,1939,11,13389,71
2022,LI,Castagneto Carducci,49006,Costa degli Etruschi,89612,65230,577840,502621
2022,LI,Cecina,49007,Costa degli Etruschi,73652,36629,472752,232823
2022,LI,Collesalvetti,49008,Livorno,9795,5702,24157,14704
2022,LI,Livorno,49009,Livorno,111655,74029,231788,166635
2022,LI,Marciana,49010,Elba e Isole di Toscana,33215,14215,159704,76227
2022,LI,Marciana Marina,49011,Elba e Isole di Toscana,17337,7325,70114,27148
2022,LI,Piombino,49012,Costa degli Etruschi,130393,35642,681037,201039
2022,LI,Porto Azzurro,49013,Elba e Isole di Toscana,27351,12725,141609,80027
2022,LI,Portoferraio,49014,Elba e Isole di Toscana,67911,43500,329296,263739
2022,LI,Rio,49021,Elba e Isole di Toscana,24407,8465,143712,56832
2022,LI,Rosignano Marittimo,49017,Costa degli Etruschi,66516,51913,335099,312268
2022,LI,San Vincenzo,49018,Costa degli Etruschi,102935,75994,519752,610002
2022,LI,Sassetta,49019,Costa degli Etruschi,7953,3998,14185,18262
2022,LI,Suvereto,49020,Costa degli Etruschi,8289,4635,31977,32520
2022,LU,Altopascio,46001,Piana di Lucca,7844,2869,16256,8718
2022,LU,Bagni di Lucca,46002,Garfagnana e media valle del Serchio,3890,1986,8602,8924
2022,LU,Barga,46003,Garfagnana e media valle del Serchio,11524,14679,33591,57852
2022,LU,Borgo a Mozzano,46004,Garfagnana e media valle del Serchio,1510,725,9997,2925
2022,LU,Camaiore,46005,Versilia,85039,54074,306891,220984
2022,LU,Camporgiano,46006,Garfagnana e media valle del Serchio,2234,1395,4350,9805
2022,LU,Capannori,46007,Piana di Lucca,15763,11944,38006,56831
2022,LU,Careggine,46008,Garfagnana e media valle del Serchio,1053,185,2249,615
2022,LU,Castelnuovo di Garfagnana,46009,Garfagnana e media valle del Serchio,8445,2433,18389,7587
2022,LU,Castiglione di Garfagnana,46010,Garfagnana e media valle del Serchio,4730,786,27384,4389
2022,LU,Coreglia Antelminelli,46011,Garfagnana e media valle del Serchio,614,1072,3273,7411
2022,LU,Fabbriche di Vergemoli,46036,Garfagnana e media valle del Serchio,161,419,542,3743
2022,LU,Forte dei Marmi,46013,Versilia,57125,46552,177311,198841
2022,LU,Fosciandora,46014,Garfagnana e media valle del Serchio,45,137,143,1236
2022,LU,Gallicano,46015,Garfagnana e media valle del Serchio,2206,801,4307,3799
2022,LU,Lucca,46017,Piana di Lucca,112879,129807,201479,319358
2022,LU,Massarosa,46018,Versilia,7090,3275,17130,14576
2022,LU,Minucciano,46019,Garfagnana e media valle del Serchio,2667,1268,7887,6059
2022,LU,Molazzana,46020,Garfagnana e media valle del Serchio,316,727,2471,6017
2022,LU,Montecarlo,46021,Piana di Lucca,5307,3070,11979,12252
2022,LU,Pescaglia,46022,Garfagnana e media valle del Serchio,294,927,967,6433
2022,LU,Piazza al Serchio,46023,Garfagnana e media valle del Serchio,366,289,1612,2014
2022,LU,Pietrasanta,46024,Versilia,71555,41156,258414,177797
2022,LU,Pieve Fosciana,46025,Garfagnana e media valle del Serchio,1491,1096,6468,6256
2022,LU,Porcari,46026,Piana di Lucca,4484,758,10499,2082
2022,LU,San Romano in Garfagnana,46027,Garfagnana e media valle del Serchio,410,412,1997,2633
2022,LU,Seravezza,46028,Versilia,2094,368,6879,1217
2022,LU,Sillano Giuncugnano,46037,Garfagnana e media valle del Serchio,3011,1111,10315,2701
2022,LU,Stazzema,46030,Versilia,1868,231,4607,738
2022,LU,Vagli Sotto,46031,Garfagnana e media valle del Serchio,235,174,935,830
2022,LU,Viareggio,46033,Versilia,161737,79734,637160,311006
2022,LU,Villa Basilica,46034,Piana di Lucca,126,142,375,900
2022,LU,Villa Collemandina,46035,Garfagnana e media valle del Serchio,1695,495,6606,4526
2022,MS,Aulla,45001,Lunigiana,1329,635,3091,946
2022,MS,Bagnone,45002,Lunigiana,238,503,526,3336
2022,MS,Carrara,45003,Riviera Apuana,20931,8949,56829,23432
2022,MS,Casola in Lunigiana,45004,Lunigiana,267,542,741,2394
2022,MS,Comano,45005,Lunigiana,388,1456,944,4580
2022,MS,Filattiera,45006,Lunigiana,354,461,500,1449
2022,MS,Fivizzano,45007,Lunigiana,1672,1711,3607,9138
2022,MS,Fosdinovo,45008,Lunigiana,3988,2457,7309,5519
2022,MS,Licciana Nardi,45009,Lunigiana,2410,1101,5184,5349
2022,MS,Massa,45010,Riviera Apuana,160448,45674,703000,172986
2022,MS,Montignoso,45011,Riviera Apuana,13074,5316,49870,23049
2022,MS,Mulazzo,45012,Lunigiana,4767,3223,14904,10426
2022,MS,Podenzana,45013,Lunigiana,656,333,1437,1379
2022,MS,Pontremoli,45014,Lunigiana,4836,2107,8449,6218
2022,MS,Tresana,45015,Lunigiana,514,227,2424,418
2022,MS,Villafranca in Lunigiana,45016,Lunigiana,1192,582,3561,1852
2022,MS,Zeri,45017,Lunigiana,1451,357,2611,454
2022,PI,Bientina,50001,Terre di Pisa,6523,918,14530,2099
2022,PI,Buti,50002,Terre di Pisa,587,731,3261,5074
2022,PI,Calci,50003,Terre di Pisa,651,1336,1662,9496
2022,PI,Calcinaia,50004,Terre di Pisa,2177,534,4121,1011
2022,PI,Capannoli,50005,Terre di Pisa,163,374,307,1986
2022,PI,Casale Marittimo,50006,Costa degli Etruschi,1423,6233,5587,65325
2022,PI,Casciana Terme Lari,50040,Terre di Pisa,5712,6290,19063,27524
2022,PI,Cascina,50008,Terre di Pisa,12645,5969,28612,12686
2022,PI,Castelfranco di Sotto,50009,Terre di Pisa,594,1515,2242,10252
2022,PI,Castellina Marittima,50010,Costa degli Etruschi,4587,1467,11349,4814
2022,PI,Castelnuovo di Val di Cecina,50011,Terre di Valdelsa e dellEtruria Volterrana,1839,2241,4960,16675
2022,PI,Chianni,50012,Terre di Pisa,887,1552,2421,10732
2022,PI,Crespina Lorenzana,50041,Terre di Pisa,1571,1554,6451,10695
2022,PI,Fauglia e Orciano Pisano,50014+50023,Terre di Pisa,1795,0,6520,0
2022,PI,Fauglia e Orciano Pisano,50014+50024,Terre di Pisa,0,1611,0,9906
2022,PI,Guardistallo,50015,Costa degli Etruschi,3127,4126,12908,30736
2022,PI,Lajatico,50016,Terre di Pisa,1881,3601,6054,19517
2022,PI,Montecatini Val di Cecina,50019,Terre di Valdelsa e dellEtruria Volterrana,8639,6843,23596,42304
2022,PI,Montescudaio,50020,Costa degli Etruschi,6339,11800,32741,114562
2022,PI,Monteverdi Marittimo,50021,Terre di Valdelsa e dellEtruria Volterrana,4575,1728,10418,7465
2022,PI,Montopoli in Val d'Arno,50022,Terre di Pisa,4127,3952,12413,18714
2022,PI,Palaia,50024,Terre di Pisa,3719,9828,9142,52823
2022,PI,Peccioli,50025,Terre di Pisa,4004,5342,8469,38200
2022,PI,Pisa,50026,Terre di Pisa,283942,436990,846386,839683
2022,PI,Pomarance,50027,Terre di Valdelsa e dellEtruria Volterrana,5335,7664,16636,46273
2022,PI,Ponsacco,50028,Terre di Pisa,4525,1981,8818,8288
2022,PI,Pontedera,50029,Terre di Pisa,12472,4705,24392,15277
2022,PI,Riparbella,50030,Costa degli Etruschi,6957,8851,24051,64457
2022,PI,San Giuliano Terme,50031,Terre di Pisa,24923,23180,217172,70471
2022,PI,San Miniato,50032,Terre di Pisa,8388,6082,16273,22291
2022,PI,Santa Croce sull'Arno,50033,Terre di Pisa,97,60,1686,497
2022,PI,Santa Luce,50034,Costa degli Etruschi,4439,2195,14215,14082
2022,PI,Santa Maria a Monte,50035,Terre di Pisa,1789,500,5937,1834
2022,PI,Terricciola,50036,Terre di Pisa,724,3656,1870,24496
2022,PI,Vecchiano,50037,Terre di Pisa,3808,2901,7762,8836
2022,PI,Vicopisano,50038,Terre di Pisa,794,585,3170,2585
2022,PI,Volterra,50039,Terre di Valdelsa e dellEtruria Volterrana,41108,45002,85730,159235
2022,PO,Cantagallo,100001,Area Pratese,351,120,951,650
2022,PO,Carmignano,100002,Area Pratese,6672,9522,13025,28728
2022,PO,Montemurlo,100003,Area Pratese,2536,2085,4281,5611
2022,PO,Poggio a Caiano,100004,Area Pratese,4602,3799,9436,8203
2022,PO,Prato,100005,Area Pratese,96171,62009,186876,147388
2022,PO,Vaiano,100006,Area Pratese,958,893,3932,4679
2022,PO,Vernio,100007,Area Pratese,1670,266,6919,736
2022,PT,Abetone Cutigliano,47023,Pistoia e Montagna Pistoiese,34891,2069,86620,5467
2022,PT,Agliana,47002,Pistoia e Montagna Pistoiese,1360,193,9066,762
2022,PT,Buggiano e Ponte Buggianese,47003+47016,Valdinievole,3474,0,9351,0
2022,PT,Buggiano e Ponte Buggianese,47003+47017,Valdinievole,0,3778,0,14612
2022,PT,Chiesina Uzzanese,47022,Valdinievole,24803,1301,33059,2449
2022,PT,Lamporecchio,47005,Valdinievole,7436,12574,16888,71722
2022,PT,Larciano,47006,Valdinievole,4267,2581,9546,12440
2022,PT,Marliana,47007,Pistoia e Montagna Pistoiese,1489,1248,3162,4025
2022,PT,Massa e Cozzile,47008,Valdinievole,297,696,822,3850
2022,PT,Monsummano Terme,47009,Valdinievole,5571,8906,12680,28931
2022,PT,Montale,47010,Pistoia e Montagna Pistoiese,775,149,1843,441
2022,PT,Montecatini Terme,47011,Valdinievole,184880,234387,434175,750998
2022,PT,Pescia,47012,Valdinievole,8515,7063,17036,29758
2022,PT,Pieve a Nievole,47013,Valdinievole,1684,489,2723,1950
2022,PT,Pistoia,47014,Pistoia e Montagna Pistoiese,45013,24442,82973,74842
2022,PT,Quarrata,47017,Pistoia e Montagna Pistoiese,2224,1406,10159,4789
2022,PT,Sambuca Pistoiese,47018,Pistoia e Montagna Pistoiese,160,22,247,32
2022,PT,San Marcello Piteglio,47024,Pistoia e Montagna Pistoiese,12792,1760,50024,8577
2022,PT,Serravalle Pistoiese,47020,Pistoia e Montagna Pistoiese,12690,7278,29419,22436
2022,PT,Uzzano,47021,Valdinievole,406,670,1060,3402
2022,SI,Abbadia San Salvatore,52001,Amiata,26747,1906,62126,3774
2022,SI,Asciano,52002,Terre di Siena,21432,18691,44335,69666
2022,SI,Buonconvento,52003,Terre di Siena,6862,6681,22510,26973
2022,SI,Casole d'Elsa,52004,Terre di Valdelsa e dellEtruria Volterrana,5077,15305,17721,82120
2022,SI,Castellina in Chianti,52005,Chianti,11321,35166,23509,138268
2022,SI,Castelnuovo Berardenga,52006,Chianti,19158,47741,41821,156289
2022,SI,Castiglione d'Orcia,52007,Val d'Orcia,11861,7396,29273,26611
2022,SI,Cetona,52008,Val di Chiana Senese,2485,2170,7625,12604
2022,SI,Chianciano Terme,52009,Val di Chiana Senese,129864,58688,297386,124772
2022,SI,Chiusdino,52010,Terre di Siena,7136,14379,18839,88256
2022,SI,Chiusi,52011,Val di Chiana Senese,19422,11001,37159,27501
2022,SI,Colle di Val d'Elsa,52012,Terre di Valdelsa e dellEtruria Volterrana,27364,22754,60114,71667
2022,SI,Gaiole in Chianti,52013,Chianti,8070,20050,15638,72349
2022,SI,Montalcino,52037,Val d'Orcia,33417,48835,66701,143476
2022,SI,Montepulciano,52015,Val di Chiana Senese,52616,57055,102895,164555
2022,SI,Monteriggioni,52016,Terre di Valdelsa e dellEtruria Volterrana,34802,29931,65621,108101
2022,SI,Monteroni d'Arbia,52017,Terre di Siena,8206,8289,24740,38433
2022,SI,Monticiano,52018,Terre di Siena,2901,2086,5627,10547
2022,SI,Murlo,52019,Terre di Siena,6824,8738,16500,37203
2022,SI,Piancastagnaio,52020,Amiata,2770,723,7619,1568
2022,SI,Pienza,52021,Val d'Orcia,28210,35534,60924,104518
2022,SI,Poggibonsi,52022,Terre di Valdelsa e dellEtruria Volterrana,30796,21700,64920,74670
2022,SI,Radda in Chianti,52023,Chianti,9696,20978,19067,73423
2022,SI,Radicofani,52024,Val d'Orcia,4325,3621,7964,11424
2022,SI,Radicondoli,52025,Terre di Valdelsa e dellEtruria Volterrana,1347,3568,3926,23991
2022,SI,Rapolano Terme,52026,Terre di Siena,35708,11480,74477,45886
2022,SI,San Casciano dei Bagni,52027,Val di Chiana Senese,16266,4916,36710,22353
2022,SI,San Gimignano,52028,Terre di Valdelsa e dellEtruria Volterrana,69409,127678,131217,378501
2022,SI,San Quirico d'Orcia,52030,Val d'Orcia,55150,25419,126073,77176
2022,SI,Sarteano,52031,Val di Chiana Senese,10504,11904,30107,54758
2022,SI,Siena,52032,Terre di Siena,206030,255347,428312,574114
2022,SI,Sinalunga,52033,Val di Chiana Senese,11432,5768,21165,22550
2022,SI,Sovicille,52034,Terre di Siena,12983,17623,29983,84251
2022,SI,Torrita di Siena,52035,Val di Chiana Senese,4756,7321,10981,31215
2022,SI,Trequanda,52036,Val di Chiana Senese,10918,13217,27093,44638
2023,AR,Anghiari,51001,Valtiberina Toscana,5895,2517,12998,11712
2023,AR,Arezzo,51002,Arezzo,159822,79112,292380,186038
2023,AR,Badia Tedalda,51003,Valtiberina Toscana,1007,168,3849,943
2023,AR,Bibbiena,51004,Casentino,5444,2828,13250,20447
2023,AR,Bucine,51005,Valdarno Aretino,5589,18881,15606,98758
2023,AR,Capolona,51006,Arezzo,929,1700,3183,13408
2023,AR,Caprese Michelangelo,51007,Valtiberina Toscana,1460,966,3401,3585
2023,AR,Castel Focognano,51008,Casentino,73,263,265,2302
2023,AR,Castel San Niccolò,51010,Casentino,1001,396,2507,2336
2023,AR,Castelfranco Piandiscò,51040,Valdarno Aretino,904,1647,3570,10467
2023,AR,Castiglion Fibocchi,51011,Arezzo,723,1446,2804,8200
2023,AR,Castiglion Fiorentino,51012,Val di Chiana Aretina,17761,27791,34500,76332
2023,AR,Cavriglia,51013,Valdarno Aretino,11248,10603,37484,65403
2023,AR,Chitignano,51014,Casentino,299,24,2191,197
2023,AR,Chiusi della Verna,51015,Casentino,9994,3225,21199,7459
2023,AR,Civitella in Val di Chiana,51016,Val di Chiana Aretina,5665,2908,13960,16345
2023,AR,Cortona,51017,Val di Chiana Aretina,19827,31675,43812,151474
2023,AR,Foiano della Chiana,51018,Val di Chiana Aretina,7564,6531,13029,21633
2023,AR,Laterina Pergine Valdarno,51042,Valdarno Aretino,8935,11171,20451,33077
2023,AR,Loro Ciuffenna,51020,Valdarno Aretino,2869,8300,6210,37949
2023,AR,Lucignano,51021,Val di Chiana Aretina,1165,1642,3307,10465
2023,AR,Marciano della Chiana,51022,Val di Chiana Aretina,342,314,913,1998
2023,AR,Monte San Savino,51025,Val di Chiana Aretina,8414,6978,22697,30470
2023,AR,Montemignaio,51023,Casentino,942,692,8665,3578
2023,AR,Monterchi,51024,Valtiberina Toscana,116,151,426,1288
2023,AR,Montevarchi,51026,Valdarno Aretino,15233,6810,27107,19242
2023,AR,Ortignano Raggiolo,51027,Casentino,468,771,1056,4603
2023,AR,Pieve Santo Stefano,51030,Valtiberina Toscana,7355,4198,15488,8316
2023,AR,Poppi,51031,Casentino,21550,7028,58420,29044
2023,AR,Pratovecchio Stia,51041,Casentino,5119,2358,10008,9548
2023,AR,San Giovanni Valdarno,51033,Valdarno Aretino,1639,891,5025,3747
2023,AR,Sansepolcro,51034,Valtiberina Toscana,19677,6435,38062,21772
2023,AR,Sestino,51035,Valtiberina Toscana,165,82,480,463
2023,AR,Subbiano,51037,Casentino,4608,1808,7702,8099
2023,AR,Talla,51038,Casentino,786,109,2526,1026
2023,AR,Terranuova Bracciolini,51039,Valdarno Aretino,29792,13447,67535,33527
2023,FI,Bagno a Ripoli,48001,Firenze e Area Fiorentina,11810,24099,37919,72660
2023,FI,Barberino Tavarnelle,48054,Chianti,25591,53012,50626,212288
2023,FI,Barberino di Mugello,48002,Mugello,31770,12335,62573,25210
2023,FI,Borgo San Lorenzo,48004,Mugello,13087,16694,27757,48682
2023,FI,Calenzano,48005,Firenze e Area Fiorentina,61170,77143,132614,117103
2023,FI,Campi Bisenzio,48006,Firenze e Area Fiorentina,46544,59407,85371,86734
2023,FI,Capraia e Limite,48008,Empolese Valdelsa e Montalbano,3482,3090,16421,13181
2023,FI,Castelfiorentino,48010,Empolese Valdelsa e Montalbano,1794,3508,5173,18916
2023,FI,Cerreto Guidi,48011,Empolese Valdelsa e Montalbano,3672,8059,8634,27752
2023,FI,Certaldo,48012,Empolese Valdelsa e Montalbano,10011,23984,24747,86479
2023,FI,Dicomano,48013,Mugello,1050,1516,3692,8759
2023,FI,Empoli,48014,Empolese Valdelsa e Montalbano,8629,4262,21211,13096
2023,FI,Fiesole,48015,Firenze e Area Fiorentina,17093,36616,36617,104199
2023,FI,Figline e Incisa Valdarno,48052,Firenze e Area Fiorentina,34814,63523,82327,438099
2023,FI,Firenze,48017,Firenze e Area Fiorentina,953763,2974299,1751553,7176219
2023,FI,Firenzuola,48018,Mugello,4278,2028,8645,4723
2023,FI,Fucecchio,48019,Empolese Valdelsa e Montalbano,3208,2267,7876,10586
2023,FI,Gambassi Terme,48020,Empolese Valdelsa e Montalbano,6878,11539,12302,51706
2023,FI,Greve in Chianti,48021,Chianti,13950,51953,29724,179679
2023,FI,Impruneta,48022,Firenze e Area Fiorentina,14189,27685,34602,74595
2023,FI,Lastra a Signa,48024,Firenze e Area Fiorentina,7915,6615,16791,23905
2023,FI,Londa,48025,Firenze e Area Fiorentina,431,829,802,4118
2023,FI,Marradi,48026,Mugello,2334,799,16050,5134
2023,FI,Montaione,48027,Empolese Valdelsa e Montalbano,11520,41485,31895,237512
2023,FI,Montelupo Fiorentino,48028,Empolese Valdelsa e Montalbano,3313,1980,15360,8850
2023,FI,Montespertoli,48030,Empolese Valdelsa e Montalbano,8938,17166,27605,75056
2023,FI,Palazzuolo sul Senio,48031,Mugello,2574,1135,8026,7937
2023,FI,Pelago,48032,Firenze e Area Fiorentina,4689,5881,11141,20839
2023,FI,Pontassieve,48033,Firenze e Area Fiorentina,5335,11088,10789,41511
2023,FI,Reggello,48035,Firenze e Area Fiorentina,23126,29332,61036,89257
2023,FI,Rignano sull'Arno,48036,Firenze e Area Fiorentina,8059,26021,18909,86167
2023,FI,Rufina,48037,Firenze e Area Fiorentina,1202,1421,4208,5462
2023,FI,San Casciano in Val di Pesa,48038,Chianti,10885,25289,24096,94140
2023,FI,San Godenzo,48039,Mugello,1884,198,5549,1057
2023,FI,Scandicci,48041,Firenze e Area Fiorentina,16550,8401,32407,24791
2023,FI,Scarperia e San Piero,48053,Mugello,27555,17054,45049,38661
2023,FI,Sesto Fiorentino,48043,Firenze e Area Fiorentina,56556,92623,94120,131095
2023,FI,Signa,48044,Firenze e Area Fiorentina,20530,24704,46915,43274
2023,FI,Vaglia,48046,Firenze e Area Fiorentina,4893,4459,11176,10768
2023,FI,Vicchio,48049,Mugello,2013,2814,7154,15105
2023,FI,Vinci,48050,Empolese Valdelsa e Montalbano,20313,14695,36317,47977
2023,GR,Arcidosso,53001,Amiata,5200,2093,13189,12033
