anno,sigla_provincia,comune,cod_istat,ambito,arrivi_italiani,arrivi_stranieri,presenze_italiane,presenze_straniere
2019,GR,Roccalbegna,53020,Amiata,985,820,1880,3948
2019,GR,Roccastrada,53021,Maremma Area Nord,3148,4031,10572,23348
2019,GR,Santa Fiora,53022,Amiata,1692,293,5165,1759
2019,GR,Scansano,53023,Maremma,8106,2558,19404,11902
2019,GR,Scarlino,53024,Maremma Area Nord,42597,13251,217118,86140
2019,GR,Seggiano,53025,Amiata,2170,1722,4623,7546
2019,GR,Semproniano,53028,Maremma,6117,1358,12843,3048
2019,GR,Sorano,53026,Maremma,15462,4711,32747,13839
2019,LI,Bibbona,49001,Costa degli etruschi,97762,55566,685324,400477
2019,LI,Campiglia Marittima,49002,Costa degli etruschi,21852,7924,81445,50793
2019,LI,Campo nell'Elba,49003,Isola Elba,58769,22358,347284,185304
2019,LI,Capoliveri,49004,Isola Elba,87480,49410,589068,400598
2019,LI,Capraia Isola,49005,Livorno,5327,305,16274,944
2019,LI,Castagneto Carducci,49006,Costa degli etruschi,69340,53066,392310,406398
2019,LI,Cecina,49007,Costa degli etruschi,68509,25438,431110,194120
2019,LI,Collesalvetti,49008,Livorno,8787,5568,20767,11569
2019,LI,Livorno,49009,Livorno,105616,70177,212062,156002
2019,LI,Marciana,49010,Isola Elba,30458,12677,153524,67996
2019,LI,Marciana Marina,49011,Isola Elba,18255,8951,72100,31203
2019,LI,Piombino,49012,Costa degli etruschi,125215,31422,699699,180228
2019,LI,Porto Azzurro,49013,Isola Elba,22365,9603,151712,60746
2019,LI,Portoferraio,49014,Isola Elba,65343,40372,320588,237160
2019,LI,Rio,49021,Isola Elba,24026,8424,148075,62525
2019,LI,Rosignano Marittimo,49017,Costa degli etruschi,65481,46842,321442,292684
2019,LI,San Vincenzo,49018,Costa degli etruschi,100357,79283,538368,650290
2019,LI,Sassetta,49019,Costa degli etruschi,5929,2466,11002,10431
2019,LI,Suvereto,49020,Costa degli etruschi,9288,4012,45665,28826
2019,LU,Altopascio,46001,Piana di Lucca,13747,4153,32357,13150
2019,LU,Bagni di Lucca,46002,Garfagnana e Media Valle del Serchio,7085,2653,14437,10194
2019,LU,Barga,46003,Garfagnana e Media Valle del Serchio,13481,20299,46256,72536
2019,LU,Borgo a Mozzano,46004,Garfagnana e Media Valle del Serchio,1367,952,9061,5565
2019,LU,Camaiore,46005,Versilia,84479,55794,327230,232365
2019,LU,Camporgiano,46006,Garfagnana e Media Valle del Serchio,602,945,1231,7862
2019,LU,Capannori,46007,Piana di Lucca,17841,14821,40976,60301
2019,LU,Careggine,46008,Garfagnana e Media Valle del Serchio,973,123,1648,564
2019,LU,Castelnuovo di Garfagnana,46009,Garfagnana e Media Valle del Serchio,7901,2512,18001,10103
2019,LU,Castiglione di Garfagnana,46010,Garfagnana e Media Valle del Serchio,5865,894,18916,5110
2019,LU,Coreglia Antelminelli,46011,Garfagnana e Media Valle del Serchio,688,1824,3506,11201
2019,LU,Fabbriche di Vergemoli,46036,Garfagnana e Media Valle del Serchio,57,116,1071,1019
2019,LU,Forte dei Marmi,46013,Versilia,61776,57911,173875,237789
2019,LU,Fosciandora,46014,Garfagnana e Media Valle del Serchio,254,179,586,1992
2019,LU,Gallicano,46015,Garfagnana e Media Valle del Serchio,1361,628,2882,3627
2019,LU,Lucca,46017,Piana di Lucca,104761,142580,179595,327019
2019,LU,Massarosa,46018,Versilia,6847,3108,16791,15786
2019,LU,Minucciano,46019,Garfagnana e Media Valle del Serchio,2345,913,5852,4610
2019,LU,Molazzana,46020,Garfagnana e Media Valle del Serchio,123,588,689,5014
2019,LU,Montecarlo,46021,Piana di Lucca,4042,2819,10455,13307
2019,LU,Pescaglia,46022,Garfagnana e Media Valle del Serchio,291,835,881,5494
2019,LU,Piazza al Serchio,46023,Garfagnana e Media Valle del Serchio,145,307,624,1887
2019,LU,Pietrasanta,46024,Versilia,73591,56211,282247,221847
2019,LU,Pieve Fosciana,46025,Garfagnana e Media Valle del Serchio,964,1020,2308,5734
2019,LU,Porcari,46026,Piana di Lucca,4369,696,12870,1938
2019,LU,San Romano in Garfagnana,46027,Garfagnana e Media Valle del Serchio,406,212,972,1630
2019,LU,Seravezza,46028,Versilia,1514,395,5425,1350
2019,LU,Sillano Giuncugnano,46037,Garfagnana e Media Valle del Serchio,1376,302,4366,913
2019,LU,Stazzema,46030,Versilia,1535,137,2459,358
2019,LU,Vagli Sotto,46031,Garfagnana e Media Valle del Serchio,851,656,2356,3581
2019,LU,Viareggio,46033,Versilia,146116,92395,644685,396346
2019,LU,Villa Basilica,46034,Piana di Lucca,32,66,81,380
2019,LU,Villa Collemandina,46035,Garfagnana e Media Valle del Serchio,2883,554,8778,3480
2019,MS,Aulla,45001,Lunigiana,2810,1643,8094,5761
2019,MS,Bagnone,45002,Lunigiana,806,383,1836,2140
2019,MS,Carrara,45003,Riviera Apuana,15428,6885,69746,19658
2019,MS,Casola in Lunigiana,45004,Lunigiana,176,498,340,2354
2019,MS,Comano,45005,Lunigiana,353,397,739,1310
2019,MS,Filattiera,45006,Lunigiana,249,441,334,1398
2019,MS,Fivizzano,45007,Lunigiana,1888,2022,3679,8863
2019,MS,Fosdinovo,45008,Lunigiana,2796,1196,5843,2999
2019,MS,Licciana Nardi,45009,Lunigiana,2790,1640,5411,5805
2019,MS,Massa,45010,Riviera Apuana,148335,42400,663846,150401
2019,MS,Montignoso,45011,Riviera Apuana,14037,4938,54981,20419
2019,MS,Mulazzo,45012,Lunigiana,4196,1746,11446,6654
2019,MS,Podenzana,45013,Lunigiana,1405,482,2157,1627
2019,MS,Pontremoli,45014,Lunigiana,4388,2422,6503,4964
2019,MS,Tresana,45015,Lunigiana,258,108,937,333
2019,MS,Villafranca in Lunigiana,45016,Lunigiana,2101,1747,5351,3419
2019,MS,Zeri,45017,Lunigiana,741,138,1916,215
2019,PI,Bientina,50001,Terre di Pisa,10586,1038,20765,2004
2019,PI,Buti,50002,Terre di Pisa,192,480,496,3003
2019,PI,Calci,50003,Terre di Pisa,752,1253,2150,7799
2019,PI,Calcinaia,50004,Terre di Pisa,3854,8377,7313,12402
2019,PI,Capannoli,50005,Terre di Pisa,181,563,1271,3196
2019,PI,Casale Marittimo,50006,Costa degli etruschi,1731,7002,8003,73196
2019,PI,Casciana Terme Lari,50040,Terre di Pisa,5253,7366,18242,32591
2019,PI,Cascina,50008,Terre di Pisa,9297,12655,17447,18445
2019,PI,Castelfranco di Sotto,50009,Terre di Pisa,372,1356,1118,8870
2019,PI,Castellina Marittima,50010,Costa degli etruschi,4288,1585,10914,5703
2019,PI,Castelnuovo di Val di Cecina,50011,Terre di Valdelsa ed Etruria Volterrana,2119,1505,5702,10389
2019,PI,Chianni,50012,Terre di Pisa,1305,2486,3385,14290
2019,PI,Crespina Lorenzana,50041,Terre di Pisa,1416,1726,6825,13121
2019,PI,Fauglia e Orciano Pisano,50014+50023,Terre di Pisa,2035,2024,5757,10931
2019,PI,Guardistallo,50015,Costa degli etruschi,2650,3274,20523,26301
2019,PI,Lajatico,50016,Terre di Pisa,1301,2805,2866,17078
2019,PI,Montecatini Val di Cecina,50019,Terre di Valdelsa ed Etruria Volterrana,7216,7930,18049,40505
2019,PI,Montescudaio,50020,Costa degli etruschi,2489,5439,13452,51872
2019,PI,Monteverdi Marittimo,50021,Terre di Valdelsa ed Etruria Volterrana,3625,1463,7313,7580
2019,PI,Montopoli in Val d'Arno,50022,Terre di Pisa,3130,5189,9922,30072
2019,PI,Palaia,50024,Terre di Pisa,3163,9982,26782,74506
2019,PI,Peccioli,50025,Terre di Pisa,1807,4372,4508,32978
2019,PI,Pisa,50026,Terre di Pisa,299304,502245,978088,936750
2019,PI,Pomarance,50027,Terre di Valdelsa ed Etruria Volterrana,6752,6974,20405,40259
2019,PI,Ponsacco,50028,Terre di Pisa,4394,1976,8798,7938
2019,PI,Pontedera,50029,Terre di Pisa,14952,25339,28232,35169
2019,PI,Riparbella,50030,Costa degli etruschi,8175,9110,26081,63883
2019,PI,San Giuliano Terme,50031,Terre di Pisa,24711,24147,306989,98964
2019,PI,San Miniato,50032,Terre di Pisa,12398,11197,22865,36498
2019,PI,Santa Croce sull'Arno,50033,Terre di Pisa,318,128,472,707
2019,PI,Santa Luce,50034,Costa degli etruschi,4297,1929,13463,13523
2019,PI,Santa Maria a Monte,50035,Terre di Pisa,2899,4377,6009,5222
2019,PI,Terricciola,50036,Terre di Pisa,1415,4544,3270,26007
2019,PI,Vecchiano,50037,Terre di Pisa,7383,18968,12368,24771
2019,PI,Vicopisano,50038,Terre di Pisa,631,592,4897,2753
2019,PI,Volterra,50039,Terre di Valdelsa ed Etruria Volterrana,48552,38205,96521,142433
2019,PO,Cantagallo,100001,Prato e Val Bisenzio,731,190,1172,886
2019,PO,Carmignano,100002,Prato e Val Bisenzio,11223,11906,20943,48460
2019,PO,Montemurlo,100003,Prato e Val Bisenzio,546,340,7429,1659
2019,PO,Poggio a Caiano,100004,Prato e Val Bisenzio,2407,5118,10120,9555
2019,PO,Prato,100005,Prato e Val Bisenzio,78656,145764,186986,268085
2019,PO,Vaiano,100006,Prato e Val Bisenzio,1073,749,2805,2987
2019,PO,Vernio,100007,Prato e Val Bisenzio,1348,261,7920,1797
2019,PT,Abetone Cutigliano,47023,Pistoia e Montagna pistoiese,34485,2095,90141,6214
2019,PT,Agliana,47002,Pistoia e Montagna pistoiese,2123,285,4508,638
2019,PT,Buggiano,47003,Val di nievole,1142,2552,4336,9205
2019,PT,Chiesina Uzzanese,47022,Val di nievole,27974,1620,33480,2493
2019,PT,Lamporecchio,47005,Val di nievole,6580,14795,13050,86332
2019,PT,Larciano,47006,Val di nievole,4383,2868,10237,10590
2019,PT,Marliana,47007,Val di nievole,1038,831,2362,3544
2019,PT,Massa e Cozzile,47008,Val di nievole,367,1003,843,5690
2019,PT,Monsummano Terme,47009,Val di nievole,9257,5857,19128,25586
2019,PT,Montale,47010,Pistoia e Montagna pistoiese,1930,489,4553,1718
2019,PT,Montecatini Terme,47011,Val di nievole,188160,459506,436722,1197360
2019,PT,Pescia,47012,Val di nievole,9281,15307,19035,43232
2019,PT,Pieve a Nievole,47013,Val di nievole,2099,356,3370,1914
2019,PT,Pistoia,47014,Pistoia e Montagna pistoiese,41507,29643,82056,79675
2019,PT,Ponte Buggianese,47016,Val di nievole,879,504,1806,1417
2019,PT,Quarrata,47017,Pistoia e Montagna pistoiese,2405,1658,5770,5666
2019,PT,Sambuca Pistoiese,47018,Pistoia e Montagna pistoiese,311,17,849,65
2019,PT,San Marcello Piteglio,47024,Pistoia e Montagna pistoiese,12902,2221,51434,12050
2019,PT,Serravalle Pistoiese,47020,Pistoia e Montagna pistoiese,12309,10246,30936,23349
2019,PT,Uzzano,47021,Val di nievole,337,581,918,2857
2019,SI,Abbadia San Salvatore,52001,Amiata,20756,1047,62111,2353
2019,SI,Asciano,52002,Terre di Siena,21942,23926,43274,70571
2019,SI,Buonconvento,52003,Terre di Siena,4537,6851,15184,28169
2019,SI,Casole d'Elsa,52004,Terre di Valdelsa ed Etruria Volterrana,5832,14959,21091,81464
2019,SI,Castellina in Chianti,52005,Chianti,12532,37328,26076,141858
2019,SI,Castelnuovo Berardenga,52006,Chianti,22215,41743,50985,132656
2019,SI,Castiglione d'Orcia,52007,Val dOrcia,11422,7766,25348,26256
2019,SI,Cetona,52008,Valdichiana Senese,1653,1825,5726,10499
2019,SI,Chianciano Terme,52009,Valdichiana Senese,167551,103367,405466,201841
2019,SI,Chiusdino,52010,Terre di Siena,6674,12929,17387,81627
2019,SI,Chiusi,52011,Valdichiana Senese,20432,13957,35727,26447
2019,SI,Colle di Val d'Elsa,52012,Terre di Valdelsa ed Etruria Volterrana,26012,21533,52906,70949
2019,SI,Gaiole in Chianti,52013,Chianti,7127,20388,14520,72003
2019,SI,Montalcino,52037,Val dOrcia,27753,43059,58368,124273
2019,SI,Montepulciano,52015,Valdichiana Senese,48483,57220,88900,156790
2019,SI,Monteriggioni,52016,Terre di Valdelsa ed Etruria Volterrana,36748,33305,64851,93083
2019,SI,Monteroni d'Arbia,52017,Terre di Siena,10207,7737,20992,34191
2019,SI,Monticiano,52018,Terre di Siena,2902,2262,5581,9448
2019,SI,Murlo,52019,Terre di Siena,9287,13529,18985,48172
2019,SI,Piancastagnaio,52020,Amiata,1856,362,4537,1440
2019,SI,Pienza,52021,Val dOrcia,25602,40732,53285,107606
2019,SI,Poggibonsi,52022,Terre di Valdelsa ed Etruria Volterrana,29553,36782,61063,99676
2019,SI,Radda in Chianti,52023,Chianti,13244,25265,25226,84144
2019,SI,Radicofani,52024,Val dOrcia,3747,2606,7076,8115
2019,SI,Radicondoli,52025,Terre di Valdelsa ed Etruria Volterrana,730,3120,2303,22790
2019,SI,Rapolano Terme,52026,Terre di Siena,33926,9412,70625,38464
2019,SI,San Casciano dei Bagni,52027,Valdichiana Senese,16182,5740,37314,26070
2019,SI,San Gimignano,52028,Terre di Valdelsa ed Etruria Volterrana,70377,138628,134571,383329
2019,SI,San Quirico d'Orcia,52030,Val dOrcia,49827,23000,110211,70749
2019,SI,Sarteano,52031,Valdichiana Senese,8819,11819,25377,68723
2019,SI,Siena,52032,Terre di Siena,226603,297601,472797,630991
2019,SI,Sinalunga,52033,Valdichiana Senese,11749,7841,22076,28616
2019,SI,Sovicille,52034,Terre di Siena,14331,15729,35393,73756
2019,SI,Torrita di Siena,52035,Valdichiana Senese,4008,6839,8462,27264
2019,SI,Trequanda,52036,Valdichiana Senese,8433,9641,20140,32866
2020,AR,Anghiari,51001,Valtiberina Toscana,4000,745,11392,3900
2020,AR,Arezzo,51002,Arezzo,76519,15875,165708,47050
2020,AR,Badia Tedalda,51003,Valtiberina Toscana,925,48,4632,276
2020,AR,Bibbiena,51004,Casentino,3746,593,12032,3015
2020,AR,Bucine,51005,Valdarno Aretino,3399,3127,16072,22781
2020,AR,Capolona,51006,Arezzo,391,509,1782,3539
2020,AR,Caprese Michelangelo,51007,Valtiberina Toscana,754,143,2406,933
2020,AR,Castel Focognano,51008,Casentino,57,57,431,486
2020,AR,Castel San NiccolÃ²,51010,Casentino,230,234,824,1933
2020,AR,Castelfranco PiandiscÃ²,51040,Valdarno Aretino,817,399,5157,3658
2020,AR,Castiglion Fibocchi,51011,Arezzo,363,227,1132,1641
2020,AR,Castiglion Fiorentino,51012,Val di Chiana Aretina,9576,3094,23449,18627
2020,AR,Cavriglia,51013,Valdarno Aretino,7742,2793,28755,19957
2020,AR,Chitignano,51014,Casentino,225,7,472,14
2020,AR,Chiusi della Verna,51015,Casentino,5456,392,12566,776
2020,AR,Civitella in Val di Chiana,51016,Val di Chiana Aretina,3251,861,9765,4055
2020,AR,Cortona,51017,Val di Chiana Aretina,17398,7029,55955,37934
2020,AR,Foiano della Chiana,51018,Val di Chiana Aretina,3206,820,8079,5189
2020,AR,Laterina Pergine Valdarno,51042,Valdarno Aretino,6080,1692,17902,8111
2020,AR,Loro Ciuffenna,51020,Valdarno Aretino,1963,1752,6615,9871
2020,AR,Lucignano,51021,Val di Chiana Aretina,1040,583,4362,3917
2020,AR,Marciano della Chiana,51022,Val di Chiana Aretina,196,51,671,336
2020,AR,Monte San Savino,51025,Val di Chiana Aretina,6378,1341,17177,6654
2020,AR,Montemignaio,51023,Casentino,493,226,6897,914
2020,AR,Monterchi,51024,Valtiberina Toscana,69,53,415,432
2020,AR,Montevarchi,51026,Valdarno Aretino,7553,1743,19673,4763
2020,AR,Ortignano Raggiolo,51027,Casentino,522,261,2354,1984
2020,AR,Pieve Santo Stefano,51030,Valtiberina Toscana,4825,504,12544,1576
2020,AR,Poppi,51031,Casentino,13703,1790,37229,10302
2020,AR,Pratovecchio Stia,51041,Casentino,2359,436,7052,2183
2020,AR,San Giovanni Valdarno,51033,Valdarno Aretino,811,190,3571,1798
2020,AR,Sansepolcro,51034,Valtiberina Toscana,12184,1574,30727,6418
2020,AR,Sestino,51035,Valtiberina Toscana,88,46,250,387
2020,AR,Subbiano,51037,Casentino,2889,693,5425,3496
2020,AR,Talla,51038,Casentino,737,80,3076,579
2020,AR,Terranuova Bracciolini,51039,Valdarno Aretino,13329,3054,41110,10127
2020,FI,Bagno a Ripoli,48001,Firenze e Area Fiorentina,8258,4967,21841,18126
2020,FI,Barberino Tavarnelle,48054,Chianti,11621,7878,32272,42564
2020,FI,Barberino di Mugello,48002,Mugello,19267,3943,37363,8256
2020,FI,Borgo San Lorenzo,48004,Mugello,8033,2645,16308,10866
2020,FI,Calenzano,48005,Firenze e Area Fiorentina,23440,12588,56865,24434
2020,FI,Campi Bisenzio,48006,Firenze e Area Fiorentina,15149,4454,30119,9848
2020,FI,Capraia e Limite,48008,Empolese Valdelsa e Montalbano,1356,321,10148,1960
2020,FI,Castelfiorentino,48010,Empolese Valdelsa e Montalbano,2775,926,11460,6009
2020,FI,Cerreto Guidi,48011,Empolese Valdelsa e Montalbano,911,552,6063,3882
2020,FI,Certaldo,48012,Empolese Valdelsa e Montalbano,4025,2559,12544,15215
2020,FI,Dicomano,48013,Mugello,637,500,4459,3312
2020,FI,Empoli,48014,Empolese Valdelsa e Montalbano,4820,585,18931,4443
2020,FI,Fiesole,48015,Firenze e Area Fiorentina,9255,8198,21698,23722
2020,FI,Figline e Incisa Valdarno,48052,Firenze e Area Fiorentina,18171,12478,50070,84230
2020,FI,Firenze,48017,Firenze e Area Fiorentina,406615,407697,900885,1067175
2020,FI,Firenzuola,48018,Mugello,3549,435,8555,1626
2020,FI,Fucecchio,48019,Empolese Valdelsa e Montalbano,1021,589,5112,2933
2020,FI,Gambassi Terme,48020,Empolese Valdelsa e Montalbano,4119,2559,10674,16265
2020,FI,Greve in Chianti,48021,Chianti,7785,8235,24700,33981
2020,FI,Impruneta,48022,Firenze e Area Fiorentina,7181,3095,26257,10758
2020,FI,Lastra a Signa,48024,Firenze e Area Fiorentina,4611,1282,14624,5076
2020,FI,Londa,48025,Firenze e Area Fiorentina,164,149,488,820
2020,FI,Marradi,48026,Mugello,1421,270,7866,1917
2020,FI,Montaione,48027,Empolese Valdelsa e Montalbano,8060,9782,34042,78460
2020,FI,Montelupo Fiorentino,48028,Empolese Valdelsa e Montalbano,2234,415,12232,1888
2020,FI,Montespertoli,48030,Empolese Valdelsa e Montalbano,2169,2695,8555,17373
2020,FI,Palazzuolo sul Senio,48031,Mugello,1996,236,8100,1029
2020,FI,Pelago,48032,Firenze e Area Fiorentina,1829,912,5606,5488
2020,FI,Pontassieve,48033,Firenze e Area Fiorentina,3851,5785,12336,14684
2020,FI,Reggello,48035,Firenze e Area Fiorentina,11676,5366,34986,18808
2020,FI,Rignano sull'Arno,48036,Firenze e Area Fiorentina,3361,5133,9570,19012
2020,FI,Rufina,48037,Firenze e Area Fiorentina,551,357,2056,1796
2020,FI,San Casciano in Val di Pesa,48038,Chianti,9502,5850,29989,24752
2020,FI,San Godenzo,48039,Mugello,446,61,1216,404
2020,FI,Scandicci,48041,Firenze e Area Fiorentina,5508,826,16873,3833
2020,FI,Scarperia e San Piero,48053,Mugello,18714,3139,31700,8530
2020,FI,Sesto Fiorentino,48043,Firenze e Area Fiorentina,25064,9761,71340,40598
2020,FI,Signa,48044,Firenze e Area Fiorentina,6541,2165,21501,5139
2020,FI,Vaglia,48046,Firenze e Area Fiorentina,4361,1390,13476,3907
2020,FI,Vicchio,48049,Mugello,1869,1384,8013,7123
2020,FI,Vinci,48050,Empolese Valdelsa e Montalbano,5345,1993,12720,9511
2020,GR,Arcidosso,53001,Amiata,1502,232,5378,1334
2020,GR,Campagnatico,53002,Maremma Toscana Area Sud,790,416,4090,3834
2020,GR,Capalbio,53003,Maremma Toscana Area Sud,22716,1747,125977,8786
2020,GR,Castel del Piano,53004,Amiata,5912,529,14217,1756
2020,GR,Castell'Azzara,53005,Amiata,589,189,2334,1236
2020,GR,Castiglione della Pescaia,53006,Maremma Toscana Area Nord,139835,37487,851799,250027
2020,GR,Cinigiano,53007,Maremma Toscana Area Sud,2235,1289,9789,5652
2020,GR,Civitella Paganico,53008,Maremma Toscana Area Sud,3140,842,10293,4873
2020,GR,Follonica,53009,Maremma Toscana Area Nord,58686,8723,310478,59674
2020,GR,Gavorrano,53010,Maremma Toscana Area Nord,7002,3514,28904,22997
2020,GR,Grosseto,53011,Maremma Toscana Area Sud,155994,16171,837591,87530
2020,GR,Isola del Giglio,53012,Maremma Toscana Area Sud,13653,1160,56726,5598
2020,GR,Magliano in Toscana,53013,Maremma Toscana Area Sud,11738,1185,53872,5818
2020,GR,Manciano,53014,Maremma Toscana Area Sud,33757,4004,88856,12167
2020,GR,Massa Marittima,53015,Maremma Toscana Area Nord,14002,4600,54570,31619
2020,GR,Monte Argentario,53016,Maremma Toscana Area Sud,31831,5952,105446,20250
2020,GR,Monterotondo Marittimo,53027,Maremma Toscana Area Nord,1303,330,5424,2304
2020,GR,Montieri,53017,Maremma Toscana Area Nord,1525,382,4800,2411
2020,GR,Orbetello,53018,Maremma Toscana Area Sud,140038,11799,802990,55665
2020,GR,Pitigliano,53019,Maremma Toscana Area Sud,6223,936,13275,1977
2020,GR,Roccalbegna,53020,Amiata,726,75,2383,296
2020,GR,Roccastrada,53021,Maremma Toscana Area Nord,2928,1506,12718,9305
2020,GR,Santa Fiora,53022,Amiata,896,75,3743,528
2020,GR,Scansano,53023,Maremma Toscana Area Sud,2613,411,8724,2769
2020,GR,Scarlino,53024,Maremma Toscana Area Nord,33786,5788,181103,39130
2020,GR,Seggiano,53025,Amiata,1731,609,4493,2974
2020,GR,Semproniano,53028,Maremma Toscana Area Sud,3944,456,9553,969
2020,GR,Sorano,53026,Maremma Toscana Area Sud,7226,718,17878,2069
2020,LI,Bibbona,49001,Costa degli Etruschi,84891,24878,580888,167707
2020,LI,Campiglia Marittima,49002,Costa degli Etruschi,16737,2606,79354,15845
2020,LI,Campo nell'Elba,49003,Elba e Isole di Toscana,41550,6563,250989,42974
2020,LI,Capoliveri,49004,Elba e Isole di Toscana,70251,30083,480738,225785
2020,LI,Capraia Isola,49005,Livorno,968,5,3778,21
2020,LI,Castagneto Carducci,49006,Costa degli Etruschi,70253,27479,440782,197620
2020,LI,Cecina,49007,Costa degli Etruschi,59496,11953,334433,77356
2020,LI,Collesalvetti,49008,Livorno,4906,1375,17038,4070
2020,LI,Livorno,49009,Livorno,74811,28825,175649,78696
2020,LI,Marciana,49010,Elba e Isole di Toscana,22220,5140,126063,27790
2020,LI,Marciana Marina,49011,Elba e Isole di Toscana,14774,2506,64775,10032
2020,LI,Piombino,49012,Costa degli Etruschi,98393,13656,575297,80693
2020,LI,Porto Azzurro,49013,Elba e Isole di Toscana,20393,5254,132501,35168
2020,LI,Portoferraio,49014,Elba e Isole di Toscana,54644,18537,308930,112303
2020,LI,Rio,49021,Elba e Isole di Toscana,19623,3925,119910,24858
2020,LI,Rosignano Marittimo,49017,Costa degli Etruschi,63010,22535,324383,136540
2020,LI,San Vincenzo,49018,Costa degli Etruschi,93495,29794,531154,245417
2020,LI,Sassetta,49019,Costa degli Etruschi,4385,1720,9933,7153
2020,LI,Suvereto,49020,Costa degli Etruschi,8239,1629,34651,11872
2020,LU,Altopascio,46001,Piana di Lucca,6324,1035,21806,5128
2020,LU,Bagni di Lucca,46002,Garfagnana e media valle del Serchio,3441,574,7551,1874
2020,LU,Barga,46003,Garfagnana e media valle del Serchio,7368,3403,25578,11865
2020,LU,Borgo a Mozzano,46004,Garfagnana e media valle del Serchio,248,63,2764,999
2020,LU,Camaiore,46005,Versilia,48506,12432,204768,53698
2020,LU,Camporgiano,46006,Garfagnana e media valle del Serchio,298,223,1798,2401
2020,LU,Capannori,46007,Piana di Lucca,9635,2365,28029,11359
2020,LU,Careggine,46008,Garfagnana e media valle del Serchio,70,46,309,185
2020,LU,Castelnuovo di Garfagnana,46009,Garfagnana e media valle del Serchio,4019,497,8599,1644
2020,LU,Castiglione di Garfagnana,46010,Garfagnana e media valle del Serchio,2334,202,8421,1368
2020,LU,Coreglia Antelminelli,46011,Garfagnana e media valle del Serchio,330,62,1446,541
2020,LU,Fabbriche di Vergemoli,46036,Garfagnana e media valle del Serchio,55,19,402,162
2020,LU,Forte dei Marmi,46013,Versilia,38716,14371,122495,57551
2020,LU,Fosciandora,46014,Garfagnana e media valle del Serchio,126,55,686,426
2020,LU,Gallicano,46015,Garfagnana e media valle del Serchio,1150,252,2713,1821
2020,LU,Lucca,46017,Piana di Lucca,42227,22378,77409,52435
2020,LU,Massarosa,46018,Versilia,2513,573,8096,3639
2020,LU,Minucciano,46019,Garfagnana e media valle del Serchio,3111,483,7693,1510
2020,LU,Molazzana,46020,Garfagnana e media valle del Serchio,98,171,799,1516
2020,LU,Montecarlo,46021,Piana di Lucca,2356,889,5936,3632
2020,LU,Pescaglia,46022,Garfagnana e media valle del Serchio,114,270,601,2175
2020,LU,Piazza al Serchio,46023,Garfagnana e media valle del Serchio,284,56,2189,416
2020,LU,Pietrasanta,46024,Versilia,47821,8277,194299,36295
2020,LU,Pieve Fosciana,46025,Garfagnana e media valle del Serchio,966,365,3385,2060
2020,LU,Porcari,46026,Piana di Lucca,2079,185,6745,910
2020,LU,San Romano in Garfagnana,46027,Garfagnana e media valle del Serchio,76,19,378,116
2020,LU,Seravezza,46028,Versilia,817,94,5839,807
2020,LU,Sillano Giuncugnano,46037,Garfagnana e media valle del Serchio,1791,373,5266,934
2020,LU,Stazzema,46030,Versilia,627,40,1584,246
2020,LU,Vagli Sotto,46031,Garfagnana e media valle del Serchio,181,38,425,237
2020,LU,Viareggio,46033,Versilia,92117,27981,470662,106078
2020,LU,Villa Basilica,46034,Piana di Lucca,41,31,225,194
2020,LU,Villa Collemandina,46035,Garfagnana e media valle del Serchio,973,245,3743,1939
2020,MS,Aulla,45001,Lunigiana,490,80,1406,101
2020,MS,Bagnone e Villafranca in Lunigiana,45002+45016,Lunigiana,624,145,2015,400
2020,MS,Carrara,45003,Riviera Apuana,12604,2947,57278,8189
2020,MS,Casola in Lunigiana,45004,Lunigiana,163,158,396,680
2020,MS,Comano,45005,Lunigiana,347,120,906,310
2020,MS,Filattiera,45006,Lunigiana,349,280,690,810
2020,MS,Fivizzano,45007,Lunigiana,2105,568,6775,2375
2020,MS,Fosdinovo,45008,Lunigiana,2785,446,7557,1063
2020,MS,Licciana Nardi,45009,Lunigiana,1212,386,2678,1133
2020,MS,Massa,45010,Riviera Apuana,113015,14410,552951,53769
2020,MS,Montignoso,45011,Riviera Apuana,10035,2047,44424,11423
2020,MS,Mulazzo,45012,Lunigiana,3198,691,9594,3028
2020,MS,Podenzana,45013,Lunigiana,828,192,1863,689
2020,MS,Pontremoli,45014,Lunigiana,3927,809,7506,1891
2020,MS,Tresana,45015,Lunigiana,453,94,1136,195
2020,MS,Zeri,45017,Lunigiana,477,14,930,44
2020,PI,Bientina,50001,Terre di Pisa,5568,221,14850,573
2020,PI,Buti,50002,Terre di Pisa,120,126,977,1082
2020,PI,Calci,50003,Terre di Pisa,411,400,2065,2922
2020,PI,Calcinaia,50004,Terre di Pisa,585,454,1029,534
2020,PI,Capannoli,50005,Terre di Pisa,293,219,1831,1146
2020,PI,Casale Marittimo,50006,Costa degli Etruschi,2223,2915,10421,29601
2020,PI,Casciana Terme Lari,50040,Terre di Pisa,3227,1622,16980,11301
2020,PI,Cascina,50008,Terre di Pisa,3036,1213,9167,2731
2020,PI,Castelfranco di Sotto,50009,Terre di Pisa,376,485,2381,3379
2020,PI,Castellina Marittima,50010,Costa degli Etruschi,3856,663,9597,2654
2020,PI,Castelnuovo di Val di Cecina,50011,Terre di Valdelsa e dellEtruria Volterrana,1601,545,5671,4158
2020,PI,Chianni,50012,Terre di Pisa,505,304,2829,2725
