anno,provincia,mese,provenienza_turisti,arrivi_totale,presenze_totale,arrivi_alberghiero,presenze_alberghiero,arrivi_extra_alberghiero,presenze_extra_alberghiero
2021,Bergamo,Aprile,Bulgaria,41,115,24,25,17,90
2021,Bergamo,Aprile,CALABRIA,318,1392,213,573,105,819
2021,Bergamo,Aprile,CAMPANIA,998,3319,742,1906,256,1413
2021,Bergamo,Aprile,Canada,2,2,2,2,0,0
2021,Bergamo,Aprile,Cina,17,36,12,15,5,21
2021,Bergamo,Aprile,Cipro,3,12,2,3,1,9
2021,Bergamo,Aprile,Corea del Sud,6,36,6,33,0,3
2021,Bergamo,Aprile,Croazia,114,1230,47,82,67,1148
2021,Bergamo,Aprile,Danimarca,62,106,46,59,16,47
2021,Bergamo,Aprile,Egitto,14,60,9,13,5,47
2021,Bergamo,Aprile,EMILIA-ROMAGNA,1501,3441,1230,2472,271,969
2021,Bergamo,Aprile,Estonia,100,146,61,79,39,67
2021,Bergamo,Aprile,Finlandia,6,8,5,7,1,1
2021,Bergamo,Aprile,Francia,230,705,175,391,55,314
2021,Bergamo,Aprile,FRIULI-VENEZIA GIULIA,359,742,297,553,62,189
2021,Bergamo,Aprile,Germania,323,1017,258,633,65,384
2021,Bergamo,Aprile,Giappone,3,23,2,20,1,3
2021,Bergamo,Aprile,Grecia,24,125,21,86,3,39
2021,Bergamo,Aprile,India,9,61,3,48,6,13
2021,Bergamo,Aprile,Irlanda,58,117,39,52,19,65
2021,Bergamo,Aprile,Islanda,2,92,1,1,1,91
2021,Bergamo,Aprile,Israele,17,18,14,15,3,3
2021,Bergamo,Aprile,LAZIO,1065,2442,891,1651,174,791
2021,Bergamo,Aprile,Lettonia,24,95,16,49,8,46
2021,Bergamo,Aprile,LIGURIA,486,903,417,710,69,193
2021,Bergamo,Aprile,Lituania,97,144,58,68,39,76
2021,Bergamo,Aprile,LOMBARDIA,7856,16355,5708,8505,2148,7850
2021,Bergamo,Aprile,Lussemburgo,12,32,10,18,2,14
2021,Bergamo,Aprile,Malta,8,13,5,10,3,3
2021,Bergamo,Aprile,MARCHE,321,668,256,452,65,216
2021,Bergamo,Aprile,Messico,4,6,3,5,1,1
2021,Bergamo,Aprile,MOLISE,54,167,38,108,16,59
2021,Bergamo,Aprile,Non specificato,1,2,1,2,0,0
2021,Bergamo,Aprile,Norvegia,2,2,1,1,1,1
2021,Bergamo,Aprile,Oceania - altri territori,1,1,0,0,1,1
2021,Bergamo,Aprile,Paesi Bassi,65,174,53,135,12,39
2021,Bergamo,Aprile,PIEMONTE,1533,3146,1231,2345,302,801
2021,Bergamo,Aprile,Polonia,151,326,108,204,43,122
2021,Bergamo,Aprile,Portogallo,137,325,115,285,22,40
2021,Bergamo,Aprile,PUGLIA,570,1663,399,917,171,746
2021,Bergamo,Aprile,Regno Unito,132,317,99,178,33,139
2021,Bergamo,Aprile,Repubblica Ceca,34,137,21,49,13,88
2021,Bergamo,Aprile,Romania,432,1566,333,1037,99,529
2021,Bergamo,Aprile,Russia,81,245,50,98,31,147
2021,Bergamo,Aprile,SARDEGNA,243,890,161,575,82,315
2021,Bergamo,Aprile,SICILIA,666,3010,455,1436,211,1574
2021,Bergamo,Aprile,Slovacchia,25,382,3,34,22,348
2021,Bergamo,Aprile,Slovenia,54,99,38,56,16,43
2021,Bergamo,Aprile,Spagna,305,879,211,687,94,192
2021,Bergamo,Aprile,Stati Uniti d'America,44,270,34,84,10,186
2021,Bergamo,Aprile,Sud Africa,2,2,2,2,0,0
2021,Bergamo,Aprile,Svezia,24,60,21,27,3,33
2021,Bergamo,Aprile,Svizzera e Liechtenstein,197,273,170,229,27,44
2021,Bergamo,Aprile,TOSCANA,803,1422,649,1104,154,318
2021,Bergamo,Aprile,TRENTO,238,571,170,412,68,159
2021,Bergamo,Aprile,Turchia,21,71,12,18,9,53
2021,Bergamo,Aprile,Ucraina,91,157,62,85,29,72
2021,Bergamo,Aprile,UMBRIA,187,520,159,322,28,198
2021,Bergamo,Aprile,Ungheria,35,67,30,46,5,21
2021,Bergamo,Aprile,VALLE D'AOSTA,128,212,38,83,90,129
2021,Bergamo,Aprile,VENETO,1624,3412,1309,2541,315,871
2021,Bergamo,Aprile,Venezuela,2,2,2,2,0,0
2021,Bergamo,Dicembre,ABRUZZO,495,1098,391,722,104,376
2021,Bergamo,Dicembre,Altri Paesi Africa Mediterranea,265,574,176,286,89,288
2021,Bergamo,Dicembre,Altri Paesi Asia Occidentale,178,424,126,241,52,183
2021,Bergamo,Dicembre,Altri Paesi del Centro - Sud America,328,581,217,319,111,262
2021,Bergamo,Dicembre,Altri Paesi dell'Africa,192,421,144,325,48,96
2021,Bergamo,Dicembre,Altri Paesi dell'Asia,226,418,165,281,61,137
2021,Bergamo,Dicembre,Altri Paesi Europei,591,1453,479,919,112,534
2021,Bergamo,Dicembre,Argentina,96,239,57,100,39,139
2021,Bergamo,Dicembre,Austria,147,306,107,242,40,64
2021,Bergamo,Dicembre,Australia,47,104,35,52,12,52
2021,Bergamo,Dicembre,BASILICATA,204,670,134,355,70,315
2021,Bergamo,Dicembre,Belgio,466,849,360,597,106,252
2021,Bergamo,Dicembre,BOLZANO - BOZEN,286,344,225,252,61,92
2021,Bergamo,Dicembre,Brasile,179,425,130,233,49,192
2021,Bergamo,Dicembre,Bulgaria,464,687,321,439,143,248
2021,Bergamo,Dicembre,CALABRIA,770,2253,542,1226,228,1027
2021,Bergamo,Dicembre,CAMPANIA,1710,4564,1397,3206,313,1358
2021,Bergamo,Dicembre,Canada,69,241,45,126,24,115
2021,Bergamo,Dicembre,Cina,160,242,119,171,41,71
2021,Bergamo,Dicembre,Cipro,121,249,85,197,36,52
2021,Bergamo,Dicembre,Corea del Sud,9,16,4,10,5,6
2021,Bergamo,Dicembre,Croazia,120,358,90,314,30,44
2021,Bergamo,Dicembre,Danimarca,182,304,135,230,47,74
2021,Bergamo,Dicembre,Egitto,39,118,32,61,7,57
2021,Bergamo,Dicembre,EMILIA-ROMAGNA,2638,4639,2092,3425,546,1214
2021,Bergamo,Dicembre,Estonia,311,376,229,284,82,92
2021,Bergamo,Dicembre,Finlandia,294,499,165,249,129,250
2021,Bergamo,Dicembre,Francia,1533,3143,1114,2168,419,975
2021,Bergamo,Dicembre,FRIULI-VENEZIA GIULIA,653,1114,468,773,185,341
2021,Bergamo,Dicembre,Germania,1673,3880,1182,2671,491,1209
2021,Bergamo,Dicembre,Giappone,33,45,22,28,11,17
2021,Bergamo,Dicembre,Grecia,386,659,238,349,148,310
2021,Bergamo,Dicembre,India,182,321,166,276,16,45
2021,Bergamo,Dicembre,Irlanda,272,525,202,350,70,175
2021,Bergamo,Dicembre,Islanda,18,19,16,17,2,2
2021,Bergamo,Dicembre,Israele,920,1334,696,952,224,382
2021,Bergamo,Dicembre,LAZIO,2175,4425,1760,3108,415,1317
2021,Bergamo,Dicembre,Lettonia,518,726,304,402,214,324
2021,Bergamo,Dicembre,LIGURIA,1370,2259,1058,1601,312,658
2021,Bergamo,Dicembre,Lituania,538,742,388,431,150,311
2021,Bergamo,Dicembre,LOMBARDIA,25961,44087,19718,29863,6243,14224
2021,Bergamo,Dicembre,Lussemburgo,61,96,35,56,26,40
2021,Bergamo,Dicembre,Malta,205,393,177,328,28,65
2021,Bergamo,Dicembre,MARCHE,626,1197,495,900,131,297
2021,Bergamo,Dicembre,Messico,55,149,31,108,24,41
2021,Bergamo,Dicembre,MOLISE,119,244,96,187,23,57
2021,Bergamo,Dicembre,Non specificato,9,18,8,15,1,3
2021,Bergamo,Dicembre,Nord America - altri territori,3,3,0,0,3,3
2021,Bergamo,Dicembre,Norvegia,64,126,48,81,16,45
2021,Bergamo,Dicembre,Nuova Zelanda,7,12,5,7,2,5
2021,Bergamo,Dicembre,Oceania - altri territori,4,4,4,4,0,0
2021,Bergamo,Dicembre,Paesi Bassi,413,887,285,513,128,374
2021,Bergamo,Dicembre,PIEMONTE,3096,5125,2354,3796,742,1329
2021,Bergamo,Dicembre,Polonia,1274,2681,693,1469,581,1212
2021,Bergamo,Dicembre,Portogallo,515,887,389,711,126,176
2021,Bergamo,Dicembre,PUGLIA,1540,3582,1059,2229,481,1353
2021,Bergamo,Dicembre,Regno Unito,858,1880,605,1192,253,688
2021,Bergamo,Dicembre,Repubblica Ceca,226,395,140,265,86,130
2021,Bergamo,Dicembre,Romania,1791,3741,1342,2258,449,1483
2021,Bergamo,Dicembre,Russia,392,673,272,447,120,226
2021,Bergamo,Dicembre,SARDEGNA,1084,2198,792,1468,292,730
2021,Bergamo,Dicembre,SICILIA,1822,5639,1315,3325,507,2314
2021,Bergamo,Dicembre,Slovacchia,106,204,59,102,47,102
2021,Bergamo,Dicembre,Slovenia,103,250,73,133,30,117
2021,Bergamo,Dicembre,Spagna,2985,5448,1811,3255,1174,2193
2021,Bergamo,Dicembre,Stati Uniti d'America,446,1073,308,629,138,444
2021,Bergamo,Dicembre,Sud Africa,11,38,7,16,4,22
2021,Bergamo,Dicembre,Svezia,209,337,138,168,71,169
2021,Bergamo,Dicembre,Svizzera e Liechtenstein,984,1740,738,1225,246,515
2021,Bergamo,Dicembre,TOSCANA,1637,2868,1292,2193,345,675
2021,Bergamo,Dicembre,TRENTO,347,520,243,315,104,205
2021,Bergamo,Dicembre,Turchia,117,293,91,152,26,141
2021,Bergamo,Dicembre,Ucraina,853,1252,524,651,329,601
2021,Bergamo,Dicembre,UMBRIA,336,814,266,513,70,301
2021,Bergamo,Dicembre,Ungheria,106,203,81,160,25,43
2021,Bergamo,Dicembre,VALLE D'AOSTA,94,161,62,114,32,47
2021,Bergamo,Dicembre,VENETO,2866,4971,2220,3718,646,1253
2021,Bergamo,Dicembre,Venezuela,24,63,17,34,7,29
2021,Bergamo,Febbraio,ABRUZZO,279,676,216,417,63,259
2021,Bergamo,Febbraio,Altri Paesi Africa Mediterranea,178,337,146,224,32,113
2021,Bergamo,Febbraio,Altri Paesi Asia Occidentale,36,77,25,31,11,46
2021,Bergamo,Febbraio,Altri Paesi del Centro - Sud America,121,398,81,99,40,299
2021,Bergamo,Febbraio,Altri Paesi dell'Africa,89,231,66,101,23,130
2021,Bergamo,Febbraio,Altri Paesi dell'Asia,48,134,31,49,17,85
2021,Bergamo,Febbraio,Altri Paesi Europei,220,463,193,357,27,106
2021,Bergamo,Febbraio,Argentina,14,33,12,18,2,15
2021,Bergamo,Febbraio,Austria,33,98,30,93,3,5
2021,Bergamo,Febbraio,Australia,4,37,3,34,1,3
2021,Bergamo,Febbraio,BASILICATA,104,566,79,447,25,119
2021,Bergamo,Febbraio,Belgio,91,185,66,133,25,52
2021,Bergamo,Febbraio,BOLZANO - BOZEN,131,176,114,152,17,24
2021,Bergamo,Febbraio,Brasile,66,137,53,60,13,77
2021,Bergamo,Febbraio,Bulgaria,51,96,39,61,12,35
2021,Bergamo,Febbraio,CALABRIA,445,1709,299,689,146,1020
2021,Bergamo,Febbraio,CAMPANIA,1145,3560,875,2037,270,1523
2021,Bergamo,Febbraio,Canada,8,49,6,30,2,19
2021,Bergamo,Febbraio,Cina,28,69,16,35,12,34
2021,Bergamo,Febbraio,Cipro,2,2,2,2,0,0
2021,Bergamo,Febbraio,Corea del Sud,9,17,7,11,2,6
2021,Bergamo,Febbraio,Croazia,50,247,25,33,25,214
2021,Bergamo,Febbraio,Danimarca,55,138,33,65,22,73
2021,Bergamo,Febbraio,Egitto,27,71,22,36,5,35
2021,Bergamo,Febbraio,EMILIA-ROMAGNA,1328,2774,1104,2170,224,604
2021,Bergamo,Febbraio,Estonia,4,4,3,3,1,1
2021,Bergamo,Febbraio,Finlandia,10,15,5,10,5,5
2021,Bergamo,Febbraio,Francia,384,727,296,528,88,199
2021,Bergamo,Febbraio,FRIULI-VENEZIA GIULIA,335,625,264,460,71,165
2021,Bergamo,Febbraio,Germania,338,1101,242,745,96,356
2021,Bergamo,Febbraio,Giappone,3,5,2,4,1,1
2021,Bergamo,Febbraio,Grecia,17,58,14,23,3,35
2021,Bergamo,Febbraio,India,87,191,82,179,5,12
2021,Bergamo,Febbraio,Irlanda,76,119,54,60,22,59
2021,Bergamo,Febbraio,Islanda,8,131,6,89,2,42
2021,Bergamo,Febbraio,Israele,1,1,1,1,0,0
2021,Bergamo,Febbraio,LAZIO,1123,2463,884,1653,239,810
2021,Bergamo,Febbraio,Lettonia,6,6,6,6,0,0
2021,Bergamo,Febbraio,LIGURIA,508,878,395,620,113,258
2021,Bergamo,Febbraio,Lituania,16,31,7,16,9,15
2021,Bergamo,Febbraio,LOMBARDIA,21717,33908,15946,21566,5771,12342
2021,Bergamo,Febbraio,Lussemburgo,9,16,7,14,2,2
2021,Bergamo,Febbraio,Malta,16,39,11,32,5,7
2021,Bergamo,Febbraio,MARCHE,344,693,268,462,76,231
2021,Bergamo,Febbraio,Messico,10,10,10,10,0,0
2021,Bergamo,Febbraio,MOLISE,52,119,38,84,14,35
2021,Bergamo,Febbraio,Non specificato,2,2,2,2,0,0
2021,Bergamo,Febbraio,Norvegia,8,11,8,11,0,0
2021,Bergamo,Febbraio,Paesi Bassi,66,129,57,117,9,12
2021,Bergamo,Febbraio,PIEMONTE,1700,3250,1341,2255,359,995
2021,Bergamo,Febbraio,Polonia,110,259,81,169,29,90
2021,Bergamo,Febbraio,Portogallo,53,146,32,109,21,37
2021,Bergamo,Febbraio,PUGLIA,812,2224,587,1391,225,833
2021,Bergamo,Febbraio,Regno Unito,112,171,91,114,21,57
2021,Bergamo,Febbraio,Repubblica Ceca,27,67,20,41,7,26
2021,Bergamo,Febbraio,Romania,489,1793,358,727,131,1066
2021,Bergamo,Febbraio,Russia,73,249,50,136,23,113
2021,Bergamo,Febbraio,SARDEGNA,231,652,158,441,73,211
2021,Bergamo,Febbraio,SICILIA,834,3088,592,1725,242,1363
2021,Bergamo,Febbraio,Slovacchia,14,54,10,50,4,4
2021,Bergamo,Febbraio,Slovenia,64,83,48,60,16,23
2021,Bergamo,Febbraio,Spagna,356,868,257,636,99,232
2021,Bergamo,Febbraio,Stati Uniti d'America,46,268,28,90,18,178
2021,Bergamo,Febbraio,Sud Africa,2,2,2,2,0,0
2021,Bergamo,Febbraio,Svezia,28,62,21,37,7,25
2021,Bergamo,Febbraio,Svizzera e Liechtenstein,324,502,264,387,60,115
2021,Bergamo,Febbraio,TOSCANA,841,1554,671,1229,170,325
2021,Bergamo,Febbraio,TRENTO,249,506,195,378,54,128
2021,Bergamo,Febbraio,Turchia,26,134,14,35,12,99
2021,Bergamo,Febbraio,Ucraina,97,184,75,133,22,51
2021,Bergamo,Febbraio,UMBRIA,172,501,147,334,25,167
2021,Bergamo,Febbraio,Ungheria,43,140,37,120,6,20
2021,Bergamo,Febbraio,VALLE D'AOSTA,65,170,30,69,35,101
2021,Bergamo,Febbraio,VENETO,1789,3494,1464,2643,325,851
2021,Bergamo,Febbraio,Venezuela,15,49,11,38,4,11
2021,Bergamo,Gennaio,ABRUZZO,203,543,135,313,68,230
2021,Bergamo,Gennaio,Altri Paesi Africa Mediterranea,116,198,88,118,28,80
2021,Bergamo,Gennaio,Altri Paesi Asia Occidentale,13,50,10,17,3,33
2021,Bergamo,Gennaio,Altri Paesi del Centro - Sud America,64,240,42,66,22,174
2021,Bergamo,Gennaio,Altri Paesi dell'Africa,57,262,32,79,25,183
2021,Bergamo,Gennaio,Altri Paesi dell'Asia,22,123,13,17,9,106
2021,Bergamo,Gennaio,Altri Paesi Europei,187,393,162,271,25,122
2021,Bergamo,Gennaio,Argentina,7,14,6,7,1,7
2021,Bergamo,Gennaio,Austria,29,55,26,52,3,3
2021,Bergamo,Gennaio,Australia,3,45,3,45,0,0
2021,Bergamo,Gennaio,BASILICATA,99,357,65,177,34,180
2021,Bergamo,Gennaio,Belgio,64,133,53,97,11,36
2021,Bergamo,Gennaio,BOLZANO - BOZEN,158,356,138,317,20,39
2021,Bergamo,Gennaio,Brasile,35,103,25,29,10,74
2021,Bergamo,Gennaio,Bulgaria,51,79,33,36,18,43
2021,Bergamo,Gennaio,CALABRIA,310,1480,191,622,119,858
2021,Bergamo,Gennaio,CAMPANIA,674,2723,455,1382,219,1341
2021,Bergamo,Gennaio,Canada,13,42,9,23,4,19
2021,Bergamo,Gennaio,Cina,11,31,10,11,1,20
2021,Bergamo,Gennaio,Corea del Sud,1,1,1,1,0,0
2021,Bergamo,Gennaio,Croazia,35,109,20,28,15,81
2021,Bergamo,Gennaio,Danimarca,61,135,44,80,17,55
2021,Bergamo,Gennaio,Egitto,13,48,9,14,4,34
2021,Bergamo,Gennaio,EMILIA-ROMAGNA,916,2037,723,1487,193,550
2021,Bergamo,Gennaio,Estonia,53,62,30,32,23,30
2021,Bergamo,Gennaio,Finlandia,5,6,0,0,5,6
2021,Bergamo,Gennaio,Francia,212,446,183,315,29,131
2021,Bergamo,Gennaio,FRIULI-VENEZIA GIULIA,265,532,199,391,66,141
2021,Bergamo,Gennaio,Germania,180,773,115,439,65,334
2021,Bergamo,Gennaio,Giappone,17,61,17,31,0,30
2021,Bergamo,Gennaio,Grecia,16,57,16,26,0,31
2021,Bergamo,Gennaio,India,90,148,90,148,0,0
2021,Bergamo,Gennaio,Irlanda,83,161,77,84,6,77
2021,Bergamo,Gennaio,Islanda,12,60,12,60,0,0
2021,Bergamo,Gennaio,Israele,2,10,2,10,0,0
2021,Bergamo,Gennaio,LAZIO,738,1530,625,1143,113,387
2021,Bergamo,Gennaio,Lettonia,24,30,17,21,7,9
2021,Bergamo,Gennaio,LIGURIA,357,702,293,447,64,255
2021,Bergamo,Gennaio,Lituania,53,71,31,47,22,24
2021,Bergamo,Gennaio,LOMBARDIA,7349,16375,5672,9314,1677,7061
2021,Bergamo,Gennaio,Lussemburgo,8,11,1,1,7,10
2021,Bergamo,Gennaio,Malta,5,10,4,8,1,2
2021,Bergamo,Gennaio,MARCHE,255,556,199,387,56,169
2021,Bergamo,Gennaio,Messico,2,2,2,2,0,0
2021,Bergamo,Gennaio,MOLISE,49,114,37,76,12,38
2021,Bergamo,Gennaio,Non specificato,9,23,9,23,0,0
2021,Bergamo,Gennaio,Norvegia,8,18,7,16,1,2
2021,Bergamo,Gennaio,Paesi Bassi,57,137,37,106,20,31
2021,Bergamo,Gennaio,PIEMONTE,1153,2421,940,1790,213,631
2021,Bergamo,Gennaio,Polonia,92,184,75,157,17,27
2021,Bergamo,Gennaio,Portogallo,83,188,65,149,18,39
2021,Bergamo,Gennaio,PUGLIA,660,2097,408,1259,252,838
2021,Bergamo,Gennaio,Regno Unito,97,158,67,104,30,54
2021,Bergamo,Gennaio,Repubblica Ceca,37,103,14,32,23,71
2021,Bergamo,Gennaio,Romania,290,1546,199,511,91,1035
2021,Bergamo,Gennaio,Russia,54,158,26,43,28,115
2021,Bergamo,Gennaio,SARDEGNA,245,491,184,345,61,146
2021,Bergamo,Gennaio,SICILIA,488,2275,304,955,184,1320
2021,Bergamo,Gennaio,Slovacchia,21,65,18,53,3,12
2021,Bergamo,Gennaio,Slovenia,42,88,28,33,14,55
2021,Bergamo,Gennaio,Spagna,266,554,158,344,108,210
2021,Bergamo,Gennaio,Stati Uniti d'America,22,232,17,34,5,198
2021,Bergamo,Gennaio,Svezia,16,45,15,44,1,1
2021,Bergamo,Gennaio,Svizzera e Liechtenstein,118,187,98,156,20,31
2021,Bergamo,Gennaio,TOSCANA,648,1316,499,1005,149,311
2021,Bergamo,Gennaio,TRENTO,222,503,186,408,36,95
2021,Bergamo,Gennaio,Turchia,21,87,17,24,4,63
2021,Bergamo,Gennaio,Ucraina,58,147,47,124,11,23
2021,Bergamo,Gennaio,UMBRIA,150,440,130,286,20,154
2021,Bergamo,Gennaio,Ungheria,15,24,13,22,2,2
2021,Bergamo,Gennaio,VALLE D'AOSTA,58,157,40,109,18,48
2021,Bergamo,Gennaio,VENETO,1338,2936,1114,2253,224,683
2021,Bergamo,Gennaio,Venezuela,7,37,2,26,5,11
2021,Bergamo,Giugno,ABRUZZO,504,1346,367,776,137,570
2021,Bergamo,Giugno,Altri Paesi Africa Mediterranea,227,417,193,303,34,114
2021,Bergamo,Giugno,Altri Paesi Asia Occidentale,62,181,42,60,20,121
2021,Bergamo,Giugno,Altri Paesi del Centro - Sud America,156,311,124,183,32,128
2021,Bergamo,Giugno,Altri Paesi dell'Africa,138,452,100,337,38,115
2021,Bergamo,Giugno,Altri Paesi dell'Asia,109,287,72,158,37,129
2021,Bergamo,Giugno,Altri Paesi Europei,499,1366,391,781,108,585
2021,Bergamo,Giugno,Argentina,34,106,19,42,15,64
2021,Bergamo,Giugno,Austria,405,679,291,455,114,224
2021,Bergamo,Giugno,Australia,24,38,20,32,4,6
2021,Bergamo,Giugno,BASILICATA,178,794,133,387,45,407
2021,Bergamo,Giugno,Belgio,418,861,271,467,147,394
2021,Bergamo,Giugno,BOLZANO - BOZEN,515,770,417,597,98,173
2021,Bergamo,Giugno,Brasile,124,291,74,129,50,162
2021,Bergamo,Giugno,Bulgaria,263,447,193,296,70,151
2021,Bergamo,Giugno,CALABRIA,649,2078,466,927,183,1151
2021,Bergamo,Giugno,CAMPANIA,1639,4394,1183,2591,456,1803
2021,Bergamo,Giugno,Canada,33,67,20,22,13,45
2021,Bergamo,Giugno,Cina,77,89,62,69,15,20
2021,Bergamo,Giugno,Cipro,46,92,25,40,21,52
2021,Bergamo,Giugno,Corea del Sud,24,32,17,25,7,7
2021,Bergamo,Giugno,Croazia,160,1087,68,92,92,995
2021,Bergamo,Giugno,Danimarca,221,308,149,189,72,119
2021,Bergamo,Giugno,Egitto,18,40,8,18,10,22
2021,Bergamo,Giugno,EMILIA-ROMAGNA,2718,4534,2090,3243,628,1291
2021,Bergamo,Giugno,Estonia,911,1004,559,584,352,420
2021,Bergamo,Giugno,Finlandia,32,77,21,48,11,29
2021,Bergamo,Giugno,Francia,1477,2662,1027,1778,450,884
2021,Bergamo,Giugno,FRIULI-VENEZIA GIULIA,763,1423,579,983,184,440
2021,Bergamo,Giugno,Germania,2705,6511,1523,2718,1182,3793
2021,Bergamo,Giugno,Giappone,10,24,6,11,4,13
2021,Bergamo,Giugno,Grecia,153,331,93,145,60,186
2021,Bergamo,Giugno,India,37,96,31,62,6,34
2021,Bergamo,Giugno,Irlanda,135,202,99,117,36,85
2021,Bergamo,Giugno,Islanda,16,94,12,21,4,73
2021,Bergamo,Giugno,Israele,420,560,291,365,129,195
2021,Bergamo,Giugno,LAZIO,1833,3935,1445,2616,388,1319
2021,Bergamo,Giugno,Lettonia,280,1024,139,249,141,775
2021,Bergamo,Giugno,LIGURIA,1512,2312,1110,1628,402,684
2021,Bergamo,Giugno,Lituania,303,449,168,187,135,262
2021,Bergamo,Giugno,LOMBARDIA,21070,49294,12659,20547,8411,28747
2021,Bergamo,Giugno,Lussemburgo,40,50,30,34,10,16
2021,Bergamo,Giugno,Malta,37,64,26,49,11,15
2021,Bergamo,Giugno,MARCHE,660,1082,514,780,146,302
2021,Bergamo,Giugno,Messico,20,31,15,20,5,11
2021,Bergamo,Giugno,MOLISE,91,210,63,119,28,91
2021,Bergamo,Giugno,Non specificato,1,1,1,1,0,0
2021,Bergamo,Giugno,Nord America - altri territori,6,9,2,2,4,7
2021,Bergamo,Giugno,Norvegia,8,13,7,12,1,1
2021,Bergamo,Giugno,Nuova Zelanda,11,20,6,7,5,13
2021,Bergamo,Giugno,Oceania - altri territori,7,8,7,8,0,0
2021,Bergamo,Giugno,Paesi Bassi,537,1071,313,507,224,564
2021,Bergamo,Giugno,PIEMONTE,3369,5898,2532,4276,837,1622
2021,Bergamo,Giugno,Polonia,1173,2180,643,1102,530,1078
2021,Bergamo,Giugno,Portogallo,324,534,229,355,95,179
2021,Bergamo,Giugno,PUGLIA,1331,3229,945,1984,386,1245
2021,Bergamo,Giugno,Regno Unito,334,554,246,340,88,214
2021,Bergamo,Giugno,Repubblica Ceca,226,542,115,228,111,314
2021,Bergamo,Giugno,Romania,1142,3339,777,1890,365,1449
2021,Bergamo,Giugno,Russia,264,449,175,239,89,210
2021,Bergamo,Giugno,SARDEGNA,407,907,262,453,145,454
2021,Bergamo,Giugno,SICILIA,1234,3820,856,2105,378,1715
2021,Bergamo,Giugno,Slovacchia,71,160,34,104,37,56
2021,Bergamo,Giugno,Slovenia,106,196,83,112,23,84
2021,Bergamo,Giugno,Spagna,949,1699,628,1116,321,583
2021,Bergamo,Giugno,Stati Uniti d'America,414,773,289,488,125,285
2021,Bergamo,Giugno,Sud Africa,12,25,10,18,2,7
2021,Bergamo,Giugno,Svezia,239,378,178,260,61,118
2021,Bergamo,Giugno,Svizzera e Liechtenstein,1319,2048,957,1486,362,562
2021,Bergamo,Giugno,TOSCANA,1657,2765,1270,1992,387,773
2021,Bergamo,Giugno,TRENTO,376,636,249,381,127,255
2021,Bergamo,Giugno,Turchia,52,139,45,88,7,51
2021,Bergamo,Giugno,Ucraina,261,485,194,294,67,191
2021,Bergamo,Giugno,UMBRIA,319,738,251,510,68,228
2021,Bergamo,Giugno,Ungheria,140,263,91,188,49,75
2021,Bergamo,Giugno,VALLE D'AOSTA,100,214,76,122,24,92
2021,Bergamo,Giugno,VENETO,3062,5374,2379,3951,683,1423
2021,Bergamo,Giugno,Venezuela,18,73,13,17,5,56
2021,Bergamo,Luglio,ABRUZZO,572,1321,441,866,131,455
2021,Bergamo,Luglio,Altri Paesi Africa Mediterranea,211,414,170,287,41,127
2021,Bergamo,Luglio,Altri Paesi Asia Occidentale,157,337,128,200,29,137
2021,Bergamo,Luglio,Altri Paesi del Centro - Sud America,315,640,245,412,70,228
2021,Bergamo,Luglio,Altri Paesi dell'Africa,207,443,147,322,60,121
2021,Bergamo,Luglio,Altri Paesi dell'Asia,190,349,130,234,60,115
2021,Bergamo,Luglio,Altri Paesi Europei,638,1646,518,982,120,664
2021,Bergamo,Luglio,Argentina,62,269,35,72,27,197
2021,Bergamo,Luglio,Austria,695,1310,463,794,232,516
2021,Bergamo,Luglio,Australia,63,115,60,111,3,4
2021,Bergamo,Luglio,BASILICATA,209,544,168,394,41,150
2021,Bergamo,Luglio,Belgio,2430,5985,1244,2202,1186,3783
2021,Bergamo,Luglio,BOLZANO - BOZEN,481,616,360,442,121,174
2021,Bergamo,Luglio,Brasile,165,322,112,181,53,141
2021,Bergamo,Luglio,Bulgaria,488,802,340,493,148,309
2021,Bergamo,Luglio,CALABRIA,820,2043,628,1195,192,848
2021,Bergamo,Luglio,CAMPANIA,1738,4501,1398,3148,340,1353
2021,Bergamo,Luglio,Canada,66,166,46,76,20,90
2021,Bergamo,Luglio,Cina,126,185,89,129,37,56
2021,Bergamo,Luglio,Cipro,107,143,79,91,28,52
2021,Bergamo,Luglio,Corea del Sud,15,27,12,16,3,11
2021,Bergamo,Luglio,Croazia,259,1432,131,252,128,1180
2021,Bergamo,Luglio,Danimarca,1656,3338,1015,1511,641,1827
2021,Bergamo,Luglio,Egitto,37,68,32,50,5,18
2021,Bergamo,Luglio,EMILIA-ROMAGNA,3594,6675,2815,4726,779,1949
2021,Bergamo,Luglio,Estonia,926,1167,546,649,380,518
2021,Bergamo,Luglio,Finlandia,52,101,38,60,14,41
2021,Bergamo,Luglio,Francia,4119,7191,2519,3767,1600,3424
2021,Bergamo,Luglio,FRIULI-VENEZIA GIULIA,1013,1879,796,1386,217,493
2021,Bergamo,Luglio,Germania,6009,14750,3344,6095,2665,8655
2021,Bergamo,Luglio,Giappone,23,31,12,16,11,15
2021,Bergamo,Luglio,Grecia,342,638,210,358,132,280
2021,Bergamo,Luglio,India,63,129,48,110,15,19
2021,Bergamo,Luglio,Irlanda,317,510,228,333,89,177
2021,Bergamo,Luglio,Islanda,30,44,24,38,6,6
2021,Bergamo,Luglio,Israele,1456,1800,1062,1259,394,541
