anno,provincia,mese,provenienza,estero,arrivi,presenze
2022,Gallura Nord-Est Sardegna,10,Lituania,1,69,261
2022,Gallura Nord-Est Sardegna,10,Grecia,1,56,248
2022,Gallura Nord-Est Sardegna,10,Cina,1,93,242
2022,Gallura Nord-Est Sardegna,10,Lettonia,1,58,195
2022,Gallura Nord-Est Sardegna,10,Altri Paesi Africa Mediterranea,1,25,193
2022,Gallura Nord-Est Sardegna,10,Calabria,0,68,192
2022,Gallura Nord-Est Sardegna,10,Giappone,1,43,191
2022,Gallura Nord-Est Sardegna,10,Messico,1,46,166
2022,Gallura Nord-Est Sardegna,10,Islanda,1,38,165
2022,Gallura Nord-Est Sardegna,10,India,1,37,131
2022,Gallura Nord-Est Sardegna,10,Turchia,1,36,130
2022,Gallura Nord-Est Sardegna,10,Valle d'Aosta,0,22,103
2022,Gallura Nord-Est Sardegna,10,Nuova Zelanda,1,34,98
2022,Gallura Nord-Est Sardegna,10,Altri Paesi o territori del Nord Americani,1,18,96
2022,Gallura Nord-Est Sardegna,10,Estonia,1,28,85
2022,Gallura Nord-Est Sardegna,10,Egitto,1,8,74
2022,Gallura Nord-Est Sardegna,10,Corea del Sud,1,9,69
2022,Gallura Nord-Est Sardegna,10,Sud Africa,1,23,63
2022,Gallura Nord-Est Sardegna,10,Altri Paesi o territori dell'Oceania,1,0,62
2022,Gallura Nord-Est Sardegna,10,Malta,1,21,39
2022,Gallura Nord-Est Sardegna,10,Moldavia,1,16,36
2022,Gallura Nord-Est Sardegna,10,Bielorussia,1,10,28
2022,Gallura Nord-Est Sardegna,10,Venezuela,1,9,22
2022,Gallura Nord-Est Sardegna,10,Cipro,1,2,5
2022,Gallura Nord-Est Sardegna,11,Germania,1,290,4635
2022,Gallura Nord-Est Sardegna,11,Sardegna,0,2184,3879
2022,Gallura Nord-Est Sardegna,11,Lombardia,0,449,2968
2022,Gallura Nord-Est Sardegna,11,Lazio,0,438,1560
2022,Gallura Nord-Est Sardegna,11,Piemonte,0,167,1442
2022,Gallura Nord-Est Sardegna,11,Francia,1,424,1314
2022,Gallura Nord-Est Sardegna,11,Emilia Romagna,0,180,998
2022,Gallura Nord-Est Sardegna,11,Spagna,1,55,835
2022,Gallura Nord-Est Sardegna,11,Svizzera (incluso Liechtenstein),1,78,750
2022,Gallura Nord-Est Sardegna,11,Veneto,0,165,702
2022,Gallura Nord-Est Sardegna,11,Austria,1,27,624
2022,Gallura Nord-Est Sardegna,11,Toscana,0,202,621
2022,Gallura Nord-Est Sardegna,11,Campania,0,160,565
2022,Gallura Nord-Est Sardegna,11,Paesi Bassi,1,28,457
2022,Gallura Nord-Est Sardegna,11,Regno Unito,1,56,438
2022,Gallura Nord-Est Sardegna,11,Bolzano,0,17,388
2022,Gallura Nord-Est Sardegna,11,Abruzzo,0,61,380
2022,Gallura Nord-Est Sardegna,11,Stati Uniti d'America,1,82,373
2022,Gallura Nord-Est Sardegna,11,Friuli-Venezia Giulia,0,24,347
2022,Gallura Nord-Est Sardegna,11,Sicilia,0,145,298
2022,Gallura Nord-Est Sardegna,11,Slovenia,1,72,244
2022,Gallura Nord-Est Sardegna,11,Puglia,0,90,239
2022,Gallura Nord-Est Sardegna,11,Slovacchia,1,10,238
2022,Gallura Nord-Est Sardegna,11,Polonia,1,45,222
2022,Gallura Nord-Est Sardegna,11,Liguria,0,68,186
2022,Gallura Nord-Est Sardegna,11,Umbria,0,37,174
2022,Gallura Nord-Est Sardegna,11,Romania,1,41,159
2022,Gallura Nord-Est Sardegna,11,Marche,0,51,139
2022,Gallura Nord-Est Sardegna,11,Trento,0,29,114
2022,Gallura Nord-Est Sardegna,11,Ucraina,1,13,113
2022,Gallura Nord-Est Sardegna,11,Calabria,0,51,104
2022,Gallura Nord-Est Sardegna,11,Repubblica Ceca,1,28,101
2022,Gallura Nord-Est Sardegna,11,Argentina,1,7,80
2022,Gallura Nord-Est Sardegna,11,Belgio,1,28,77
2022,Gallura Nord-Est Sardegna,11,Brasile,1,25,76
2022,Gallura Nord-Est Sardegna,11,Danimarca,1,7,68
2022,Gallura Nord-Est Sardegna,11,Svezia,1,20,51
2022,Gallura Nord-Est Sardegna,11,Altri Paesi Europei,1,24,50
2022,Gallura Nord-Est Sardegna,11,Australia,1,22,44
2022,Gallura Nord-Est Sardegna,11,Altri Paesi Centro - Sud America,1,5,42
2022,Gallura Nord-Est Sardegna,11,Altri Paesi o territori del Nord Americani,1,7,39
2022,Gallura Nord-Est Sardegna,11,Russia,1,6,38
2022,Gallura Nord-Est Sardegna,11,Israele,1,8,36
2022,Gallura Nord-Est Sardegna,11,Ungheria,1,12,32
2022,Gallura Nord-Est Sardegna,11,Irlanda,1,17,29
2022,Gallura Nord-Est Sardegna,11,Turchia,1,15,27
2022,Gallura Nord-Est Sardegna,11,Portogallo,1,13,24
2022,Gallura Nord-Est Sardegna,11,Basilicata,0,11,18
2022,Gallura Nord-Est Sardegna,11,Molise,0,9,16
2022,Gallura Nord-Est Sardegna,11,Valle d'Aosta,0,11,15
2022,Gallura Nord-Est Sardegna,11,Norvegia,1,9,14
2022,Gallura Nord-Est Sardegna,11,Malta,1,11,12
2022,Gallura Nord-Est Sardegna,11,Canada,1,10,11
2022,Gallura Nord-Est Sardegna,11,Messico,1,6,11
2022,Gallura Nord-Est Sardegna,11,Croazia,1,5,10
2022,Gallura Nord-Est Sardegna,11,Cina,1,3,10
2022,Gallura Nord-Est Sardegna,11,Corea del Sud,1,2,10
2022,Gallura Nord-Est Sardegna,11,Sud Africa,1,4,9
2022,Gallura Nord-Est Sardegna,11,Altri Paesi dell'Asia,1,5,9
2022,Gallura Nord-Est Sardegna,11,Altri Paesi dell'Africa,1,3,6
2022,Gallura Nord-Est Sardegna,11,Altri Paesi Africa Mediterranea,1,6,6
2022,Gallura Nord-Est Sardegna,11,India,1,5,6
2022,Gallura Nord-Est Sardegna,11,Estonia,1,5,5
2022,Gallura Nord-Est Sardegna,11,Bielorussia,1,3,5
2022,Gallura Nord-Est Sardegna,11,Grecia,1,2,4
2022,Gallura Nord-Est Sardegna,11,Islanda,1,0,4
2022,Gallura Nord-Est Sardegna,11,Egitto,1,3,4
2022,Gallura Nord-Est Sardegna,11,Bulgaria,1,2,3
2022,Gallura Nord-Est Sardegna,11,Altri Paesi Asia Occidentale,1,2,3
2022,Gallura Nord-Est Sardegna,11,Finlandia,1,3,3
2022,Gallura Nord-Est Sardegna,11,Cipro,1,2,2
2022,Gallura Nord-Est Sardegna,11,Moldavia,1,1,1
2022,Gallura Nord-Est Sardegna,11,Lettonia,1,1,1
2022,Gallura Nord-Est Sardegna,11,Nuova Zelanda,1,1,1
2022,Gallura Nord-Est Sardegna,12,Sardegna,0,2717,3922
2022,Gallura Nord-Est Sardegna,12,Lombardia,0,406,745
2022,Gallura Nord-Est Sardegna,12,Lazio,0,352,640
2022,Gallura Nord-Est Sardegna,12,Francia,1,261,385
2022,Gallura Nord-Est Sardegna,12,Emilia Romagna,0,153,306
2022,Gallura Nord-Est Sardegna,12,Germania,1,79,299
2022,Gallura Nord-Est Sardegna,12,Sicilia,0,141,294
2022,Gallura Nord-Est Sardegna,12,Campania,0,175,292
2022,Gallura Nord-Est Sardegna,12,Piemonte,0,160,291
2022,Gallura Nord-Est Sardegna,12,Puglia,0,115,245
2022,Gallura Nord-Est Sardegna,12,Toscana,0,125,195
2022,Gallura Nord-Est Sardegna,12,Veneto,0,106,194
2022,Gallura Nord-Est Sardegna,12,Liguria,0,89,159
2022,Gallura Nord-Est Sardegna,12,Calabria,0,53,114
2022,Gallura Nord-Est Sardegna,12,Abruzzo,0,48,108
2022,Gallura Nord-Est Sardegna,12,Stati Uniti d'America,1,49,104
2022,Gallura Nord-Est Sardegna,12,Svizzera (incluso Liechtenstein),1,49,84
2022,Gallura Nord-Est Sardegna,12,Umbria,0,38,80
2022,Gallura Nord-Est Sardegna,12,Altri Paesi Centro - Sud America,1,6,78
2022,Gallura Nord-Est Sardegna,12,Romania,1,15,75
2022,Gallura Nord-Est Sardegna,12,Austria,1,28,71
2022,Gallura Nord-Est Sardegna,12,Marche,0,42,64
2022,Gallura Nord-Est Sardegna,12,Regno Unito,1,19,57
2022,Gallura Nord-Est Sardegna,12,Belgio,1,27,40
2022,Gallura Nord-Est Sardegna,12,Israele,1,5,38
2022,Gallura Nord-Est Sardegna,12,Friuli-Venezia Giulia,0,15,27
2022,Gallura Nord-Est Sardegna,12,Portogallo,1,16,27
2022,Gallura Nord-Est Sardegna,12,Trento,0,11,26
2022,Gallura Nord-Est Sardegna,12,Altri Paesi Europei,1,12,23
2022,Gallura Nord-Est Sardegna,12,Spagna,1,11,22
2022,Gallura Nord-Est Sardegna,12,Paesi Bassi,1,10,20
2022,Gallura Nord-Est Sardegna,12,Cina,1,6,18
2022,Gallura Nord-Est Sardegna,12,Bolzano,0,8,16
2022,Gallura Nord-Est Sardegna,12,Brasile,1,7,16
2022,Gallura Nord-Est Sardegna,12,Canada,1,5,15
2022,Gallura Nord-Est Sardegna,12,Altri Paesi dell'Asia,1,8,14
2022,Gallura Nord-Est Sardegna,12,Molise,0,6,14
2022,Gallura Nord-Est Sardegna,12,Slovenia,1,10,14
2022,Gallura Nord-Est Sardegna,12,Ucraina,1,8,13
2022,Gallura Nord-Est Sardegna,12,Ungheria,1,2,12
2022,Gallura Nord-Est Sardegna,12,Repubblica Ceca,1,6,11
2022,Gallura Nord-Est Sardegna,12,Egitto,1,2,11
2022,Gallura Nord-Est Sardegna,12,Russia,1,6,9
2022,Gallura Nord-Est Sardegna,12,Valle d'Aosta,0,7,9
2022,Gallura Nord-Est Sardegna,12,Basilicata,0,6,9
2022,Gallura Nord-Est Sardegna,12,Polonia,1,7,8
2022,Gallura Nord-Est Sardegna,12,Malta,1,4,8
2022,Gallura Nord-Est Sardegna,12,Argentina,1,6,8
2022,Gallura Nord-Est Sardegna,12,Irlanda,1,3,7
2022,Gallura Nord-Est Sardegna,12,Svezia,1,6,7
2022,Gallura Nord-Est Sardegna,12,Croazia,1,2,6
2022,Gallura Nord-Est Sardegna,12,Altri Paesi dell'Africa,1,2,5
2022,Gallura Nord-Est Sardegna,12,Corea del Sud,1,3,3
2022,Gallura Nord-Est Sardegna,12,Norvegia,1,2,2
2022,Gallura Nord-Est Sardegna,12,Moldavia,1,1,2
2022,Gallura Nord-Est Sardegna,12,Lussemburgo,1,1,2
2022,Gallura Nord-Est Sardegna,12,Finlandia,1,1,2
2022,Gallura Nord-Est Sardegna,12,Slovacchia,1,1,2
2022,Gallura Nord-Est Sardegna,12,India,1,0,2
2022,Gallura Nord-Est Sardegna,12,Bielorussia,1,1,1
2022,Gallura Nord-Est Sardegna,12,Grecia,1,1,1
2022,Gallura Nord-Est Sardegna,12,Altri Paesi o territori del Nord Americani,1,1,1
2022,Gallura Nord-Est Sardegna,12,Messico,1,1,1
2022,Medio Campidano,0,Sardegna,0,274,433
2022,Medio Campidano,0,Lombardia,0,73,276
2022,Medio Campidano,0,Germania,1,33,113
2022,Medio Campidano,0,Emilia Romagna,0,34,106
2022,Medio Campidano,0,Francia,1,44,87
2022,Medio Campidano,0,Piemonte,0,23,75
2022,Medio Campidano,0,Veneto,0,25,74
2022,Medio Campidano,0,Umbria,0,11,70
2022,Medio Campidano,0,Puglia,0,17,56
2022,Medio Campidano,0,Sicilia,0,10,45
2022,Medio Campidano,0,Lazio,0,24,43
2022,Medio Campidano,0,Toscana,0,19,41
2022,Medio Campidano,0,Liguria,0,21,41
2022,Medio Campidano,0,Stati Uniti d'America,1,8,36
2022,Medio Campidano,0,Regno Unito,1,8,35
2022,Medio Campidano,0,Svizzera (incluso Liechtenstein),1,12,34
2022,Medio Campidano,0,Campania,0,12,28
2022,Medio Campidano,0,Spagna,1,7,25
2022,Medio Campidano,0,Belgio,1,8,20
2022,Medio Campidano,0,Moldavia,1,2,18
2022,Medio Campidano,0,Altri Paesi dell'Asia,1,2,18
2022,Medio Campidano,0,Valle d'Aosta,0,3,16
2022,Medio Campidano,0,Bolzano,0,3,16
2022,Medio Campidano,0,Calabria,0,5,15
2022,Medio Campidano,0,Slovacchia,1,0,14
2022,Medio Campidano,0,Abruzzo,0,4,12
2022,Medio Campidano,0,Slovenia,1,6,9
2022,Medio Campidano,0,Ungheria,1,3,7
2022,Medio Campidano,0,Marche,0,3,7
2022,Medio Campidano,0,Altri Paesi Africa Mediterranea,1,1,4
2022,Medio Campidano,0,Paesi Bassi,1,4,4
2022,Medio Campidano,0,Grecia,1,1,4
2022,Medio Campidano,0,Malta,1,4,4
2022,Medio Campidano,0,Argentina,1,2,4
2022,Medio Campidano,0,Romania,1,2,3
2022,Medio Campidano,0,Basilicata,0,3,3
2022,Medio Campidano,0,Trento,0,3,3
2022,Medio Campidano,0,Israele,1,2,2
2022,Medio Campidano,0,Repubblica Ceca,1,2,2
2022,Medio Campidano,0,India,1,2,2
2022,Medio Campidano,0,Nuova Zelanda,1,1,2
2022,Medio Campidano,0,Altri Paesi Europei,1,1,1
2022,Medio Campidano,1,Sardegna,0,1186,3237
2022,Medio Campidano,1,Emilia Romagna,0,48,252
2022,Medio Campidano,1,Lombardia,0,30,89
2022,Medio Campidano,1,Campania,0,19,79
2022,Medio Campidano,1,Lazio,0,35,54
2022,Medio Campidano,1,Piemonte,0,20,48
2022,Medio Campidano,1,Sicilia,0,18,46
2022,Medio Campidano,1,Toscana,0,12,38
2022,Medio Campidano,1,Liguria,0,6,28
2022,Medio Campidano,1,Calabria,0,7,26
2022,Medio Campidano,1,Germania,1,7,25
2022,Medio Campidano,1,Francia,1,24,24
2022,Medio Campidano,1,Bolzano,0,4,22
2022,Medio Campidano,1,Veneto,0,15,21
2022,Medio Campidano,1,Puglia,0,8,17
2022,Medio Campidano,1,Basilicata,0,2,10
2022,Medio Campidano,1,Regno Unito,1,4,7
2022,Medio Campidano,1,Belgio,1,3,6
2022,Medio Campidano,1,Repubblica Ceca,1,6,6
2022,Medio Campidano,1,Altri Paesi dell'Africa,1,1,6
2022,Medio Campidano,1,Spagna,1,5,6
2022,Medio Campidano,1,Abruzzo,0,5,5
2022,Medio Campidano,1,Friuli-Venezia Giulia,0,5,5
2022,Medio Campidano,1,Valle d'Aosta,0,4,4
2022,Medio Campidano,1,Paesi Bassi,1,1,3
2022,Medio Campidano,1,Svizzera (incluso Liechtenstein),1,3,3
2022,Medio Campidano,1,Nuova Zelanda,1,1,3
2022,Medio Campidano,1,Marche,0,3,3
2022,Medio Campidano,1,Polonia,1,1,2
2022,Medio Campidano,1,Umbria,0,2,2
2022,Medio Campidano,1,Altri Paesi Africa Mediterranea,1,1,1
2022,Medio Campidano,2,Sardegna,0,2252,3997
2022,Medio Campidano,2,Campania,0,18,77
2022,Medio Campidano,2,Lombardia,0,39,67
2022,Medio Campidano,2,Emilia Romagna,0,26,58
2022,Medio Campidano,2,Toscana,0,23,34
2022,Medio Campidano,2,Piemonte,0,20,28
2022,Medio Campidano,2,Lazio,0,18,23
2022,Medio Campidano,2,Veneto,0,16,22
2022,Medio Campidano,2,Puglia,0,12,21
2022,Medio Campidano,2,Sicilia,0,12,19
2022,Medio Campidano,2,Germania,1,6,17
2022,Medio Campidano,2,Francia,1,8,12
2022,Medio Campidano,2,Liguria,0,8,12
2022,Medio Campidano,2,Umbria,0,8,11
2022,Medio Campidano,2,Bolzano,0,6,10
2022,Medio Campidano,2,Paesi Bassi,1,2,8
2022,Medio Campidano,2,Regno Unito,1,5,8
2022,Medio Campidano,2,Basilicata,0,3,8
2022,Medio Campidano,2,Malta,1,2,8
2022,Medio Campidano,2,Marche,0,5,6
2022,Medio Campidano,2,Friuli-Venezia Giulia,0,6,6
2022,Medio Campidano,2,Spagna,1,4,4
2022,Medio Campidano,2,Argentina,1,4,4
2022,Medio Campidano,2,Portogallo,1,4,4
2022,Medio Campidano,2,Trento,0,2,4
2022,Medio Campidano,2,Belgio,1,3,3
2022,Medio Campidano,2,Austria,1,2,2
2022,Medio Campidano,2,Croazia,1,1,2
2022,Medio Campidano,2,Altri Paesi o territori del Nord Americani,1,1,2
2022,Medio Campidano,2,Calabria,0,1,2
2022,Medio Campidano,2,Svizzera (incluso Liechtenstein),1,2,2
2022,Medio Campidano,2,Abruzzo,0,2,2
2022,Medio Campidano,2,Altri Paesi Centro - Sud America,1,2,2
2022,Medio Campidano,2,Romania,1,1,1
2022,Medio Campidano,2,Altri Paesi Africa Mediterranea,1,1,1
2022,Medio Campidano,2,Norvegia,1,1,1
2022,Medio Campidano,2,Messico,1,1,1
2022,Medio Campidano,3,Sardegna,0,1711,3519
2022,Medio Campidano,3,Lombardia,0,57,124
2022,Medio Campidano,3,Campania,0,10,72
2022,Medio Campidano,3,Lazio,0,30,41
2022,Medio Campidano,3,Emilia Romagna,0,17,39
2022,Medio Campidano,3,Sicilia,0,19,38
2022,Medio Campidano,3,Germania,1,21,34
2022,Medio Campidano,3,Umbria,0,5,33
2022,Medio Campidano,3,Veneto,0,20,31
2022,Medio Campidano,3,Piemonte,0,18,26
2022,Medio Campidano,3,Puglia,0,12,26
2022,Medio Campidano,3,Toscana,0,18,25
2022,Medio Campidano,3,Polonia,1,5,25
2022,Medio Campidano,3,Paesi Bassi,1,4,12
2022,Medio Campidano,3,Austria,1,12,12
2022,Medio Campidano,3,Francia,1,11,11
2022,Medio Campidano,3,Marche,0,7,10
2022,Medio Campidano,3,Regno Unito,1,7,9
2022,Medio Campidano,3,Svizzera (incluso Liechtenstein),1,8,8
2022,Medio Campidano,3,Slovenia,1,3,8
2022,Medio Campidano,3,Bolzano,0,8,8
2022,Medio Campidano,3,Belgio,1,5,5
2022,Medio Campidano,3,Spagna,1,4,4
2022,Medio Campidano,3,Liguria,0,4,4
2022,Medio Campidano,3,Ungheria,1,4,4
2022,Medio Campidano,3,Romania,1,3,4
2022,Medio Campidano,3,Stati Uniti d'America,1,3,3
2022,Medio Campidano,3,Abruzzo,0,3,3
2022,Medio Campidano,3,Trento,0,3,3
2022,Medio Campidano,3,Altri Paesi Europei,1,2,2
2022,Medio Campidano,3,Portogallo,1,2,2
2022,Medio Campidano,3,Calabria,0,2,2
2022,Medio Campidano,3,Russia,1,2,2
2022,Medio Campidano,3,Israele,1,2,2
2022,Medio Campidano,3,Basilicata,0,1,1
2022,Medio Campidano,3,Bulgaria,1,1,1
2022,Medio Campidano,4,Sardegna,0,2502,4640
2022,Medio Campidano,4,Germania,1,288,632
2022,Medio Campidano,4,Francia,1,152,239
2022,Medio Campidano,4,Svizzera (incluso Liechtenstein),1,86,210
2022,Medio Campidano,4,Emilia Romagna,0,54,124
2022,Medio Campidano,4,Lombardia,0,67,95
2022,Medio Campidano,4,Campania,0,18,86
2022,Medio Campidano,4,Polonia,1,22,77
2022,Medio Campidano,4,Toscana,0,47,65
2022,Medio Campidano,4,Lazio,0,39,64
2022,Medio Campidano,4,Puglia,0,26,53
2022,Medio Campidano,4,Austria,1,30,52
2022,Medio Campidano,4,Piemonte,0,33,52
2022,Medio Campidano,4,Veneto,0,33,51
2022,Medio Campidano,4,Estonia,1,8,48
2022,Medio Campidano,4,Grecia,1,10,46
2022,Medio Campidano,4,Umbria,0,6,39
2022,Medio Campidano,4,Paesi Bassi,1,23,30
2022,Medio Campidano,4,Regno Unito,1,16,30
2022,Medio Campidano,4,Spagna,1,15,30
2022,Medio Campidano,4,Repubblica Ceca,1,18,26
2022,Medio Campidano,4,Liguria,0,15,26
2022,Medio Campidano,4,Romania,1,11,23
2022,Medio Campidano,4,Belgio,1,13,19
2022,Medio Campidano,4,Abruzzo,0,12,19
2022,Medio Campidano,4,Slovenia,1,10,17
2022,Medio Campidano,4,Calabria,0,11,16
2022,Medio Campidano,4,Norvegia,1,6,11
2022,Medio Campidano,4,Friuli-Venezia Giulia,0,7,11
2022,Medio Campidano,4,Sicilia,0,8,10
2022,Medio Campidano,4,Trento,0,6,10
2022,Medio Campidano,4,Marche,0,7,10
2022,Medio Campidano,4,Valle d'Aosta,0,6,8
2022,Medio Campidano,4,Bolzano,0,6,7
2022,Medio Campidano,4,Stati Uniti d'America,1,4,5
2022,Medio Campidano,4,Venezuela,1,2,5
2022,Medio Campidano,4,Danimarca,1,4,4
2022,Medio Campidano,4,Basilicata,0,2,4
2022,Medio Campidano,4,Portogallo,1,4,4
2022,Medio Campidano,4,Slovacchia,1,2,4
2022,Medio Campidano,4,Irlanda,1,3,3
2022,Medio Campidano,4,Israele,1,3,3
2022,Medio Campidano,4,Finlandia,1,1,3
2022,Medio Campidano,4,Cina,1,2,3
2022,Medio Campidano,4,Ungheria,1,2,3
2022,Medio Campidano,4,Ucraina,1,3,3
2022,Medio Campidano,4,Moldavia,1,3,3
2022,Medio Campidano,4,Svezia,1,2,2
2022,Medio Campidano,4,Giappone,1,1,2
2022,Medio Campidano,4,Brasile,1,1,1
2022,Medio Campidano,4,Croazia,1,1,1
2022,Medio Campidano,4,Altri Paesi o territori del Nord Americani,1,1,1
2022,Medio Campidano,4,Molise,0,1,1
2022,Medio Campidano,5,Sardegna,0,1095,2776
2022,Medio Campidano,5,Germania,1,536,1180
2022,Medio Campidano,5,Francia,1,249,470
2022,Medio Campidano,5,Svizzera (incluso Liechtenstein),1,192,291
2022,Medio Campidano,5,Emilia Romagna,0,105,248
2022,Medio Campidano,5,Lombardia,0,153,236
2022,Medio Campidano,5,Veneto,0,132,213
2022,Medio Campidano,5,Austria,1,108,161
2022,Medio Campidano,5,Lazio,0,74,138
2022,Medio Campidano,5,Campania,0,34,107
2022,Medio Campidano,5,Belgio,1,49,95
2022,Medio Campidano,5,Toscana,0,55,86
2022,Medio Campidano,5,Piemonte,0,60,82
2022,Medio Campidano,5,Paesi Bassi,1,41,73
2022,Medio Campidano,5,Regno Unito,1,56,65
2022,Medio Campidano,5,Polonia,1,29,56
2022,Medio Campidano,5,Spagna,1,34,55
2022,Medio Campidano,5,Repubblica Ceca,1,16,50
2022,Medio Campidano,5,Liguria,0,17,47
2022,Medio Campidano,5,Sicilia,0,29,44
2022,Medio Campidano,5,Stati Uniti d'America,1,27,40
2022,Medio Campidano,5,Umbria,0,13,40
2022,Medio Campidano,5,Bolzano,0,10,36
2022,Medio Campidano,5,Friuli-Venezia Giulia,0,13,26
2022,Medio Campidano,5,Marche,0,14,26
2022,Medio Campidano,5,Puglia,0,22,26
2022,Medio Campidano,5,Romania,1,7,25
2022,Medio Campidano,5,Trento,0,11,23
2022,Medio Campidano,5,Altri Paesi Europei,1,4,21
2022,Medio Campidano,5,Irlanda,1,14,16
2022,Medio Campidano,5,Slovacchia,1,12,12
2022,Medio Campidano,5,Cina,1,4,10
2022,Medio Campidano,5,Basilicata,0,5,10
2022,Medio Campidano,5,Altri Paesi Centro - Sud America,1,2,9
2022,Medio Campidano,5,Abruzzo,0,6,8
2022,Medio Campidano,5,Estonia,1,6,6
2022,Medio Campidano,5,Canada,1,6,6
2022,Medio Campidano,5,Malta,1,2,6
2022,Medio Campidano,5,Calabria,0,2,6
2022,Medio Campidano,5,Portogallo,1,3,5
2022,Medio Campidano,5,Slovenia,1,5,5
2022,Medio Campidano,5,Altri Paesi dell'Asia,1,5,5
2022,Medio Campidano,5,Norvegia,1,4,4
2022,Medio Campidano,5,Ungheria,1,4,4
2022,Medio Campidano,5,Altri Paesi o territori del Nord Americani,1,2,4
2022,Medio Campidano,5,Valle d'Aosta,0,2,4
2022,Medio Campidano,5,Russia,1,4,4
2022,Medio Campidano,5,Altri Paesi dell'Africa,1,1,3
2022,Medio Campidano,5,Australia,1,3,3
2022,Medio Campidano,5,India,1,1,3
2022,Medio Campidano,5,Bielorussia,1,3,3
2022,Medio Campidano,5,Lussemburgo,1,2,2
2022,Medio Campidano,5,Bulgaria,1,2,2
2022,Medio Campidano,5,Ucraina,1,2,2
2022,Medio Campidano,5,Moldavia,1,2,2
2022,Medio Campidano,5,Argentina,1,2,2
2022,Medio Campidano,5,Grecia,1,1,2
2022,Medio Campidano,5,Lettonia,1,2,2
2022,Medio Campidano,5,Egitto,1,2,2
2022,Medio Campidano,5,Finlandia,1,1,1
2022,Medio Campidano,5,Altri Paesi Africa Mediterranea,1,1,1
2022,Medio Campidano,5,Altri Paesi Asia Occidentale,1,1,1
2022,Medio Campidano,5,Danimarca,1,1,1
2022,Medio Campidano,6,Sardegna,0,1629,3924
2022,Medio Campidano,6,Germania,1,865,2228
2022,Medio Campidano,6,Lombardia,0,326,896
2022,Medio Campidano,6,Lazio,0,193,654
2022,Medio Campidano,6,Svizzera (incluso Liechtenstein),1,230,505
2022,Medio Campidano,6,Piemonte,0,199,493
2022,Medio Campidano,6,Austria,1,151,427
2022,Medio Campidano,6,Francia,1,241,417
2022,Medio Campidano,6,Emilia Romagna,0,148,364
2022,Medio Campidano,6,Veneto,0,137,279
2022,Medio Campidano,6,Toscana,0,109,250
2022,Medio Campidano,6,Paesi Bassi,1,83,198
2022,Medio Campidano,6,Regno Unito,1,83,180
2022,Medio Campidano,6,Campania,0,54,164
2022,Medio Campidano,6,Liguria,0,39,116
2022,Medio Campidano,6,Repubblica Ceca,1,31,109
2022,Medio Campidano,6,Spagna,1,51,97
2022,Medio Campidano,6,Bolzano,0,21,83
2022,Medio Campidano,6,Belgio,1,39,77
2022,Medio Campidano,6,Sicilia,0,30,73
2022,Medio Campidano,6,Marche,0,35,72
2022,Medio Campidano,6,Polonia,1,27,71
2022,Medio Campidano,6,Umbria,0,22,64
2022,Medio Campidano,6,Trento,0,31,50
2022,Medio Campidano,6,Slovacchia,1,13,43
2022,Medio Campidano,6,Stati Uniti d'America,1,24,41
2022,Medio Campidano,6,Friuli-Venezia Giulia,0,22,36
2022,Medio Campidano,6,Puglia,0,14,33
2022,Medio Campidano,6,Portogallo,1,19,23
2022,Medio Campidano,6,Abruzzo,0,15,21
2022,Medio Campidano,6,Slovenia,1,16,18
2022,Medio Campidano,6,Calabria,0,13,18
2022,Medio Campidano,6,Lituania,1,9,17
2022,Medio Campidano,6,Bulgaria,1,2,17
2022,Medio Campidano,6,Lussemburgo,1,5,12
2022,Medio Campidano,6,Romania,1,12,12
2022,Medio Campidano,6,Molise,0,11,12
2022,Medio Campidano,6,Ungheria,1,4,12
2022,Medio Campidano,6,Moldavia,1,0,10
2022,Medio Campidano,6,Australia,1,7,10
2022,Medio Campidano,6,Svezia,1,6,9
2022,Medio Campidano,6,Altri Paesi Africa Mediterranea,1,4,9
2022,Medio Campidano,6,Basilicata,0,2,9
2022,Medio Campidano,6,Argentina,1,6,8
2022,Medio Campidano,6,Lettonia,1,8,8
2022,Medio Campidano,6,Altri Paesi Europei,1,2,6
2022,Medio Campidano,6,Altri Paesi dell'Asia,1,5,5
2022,Medio Campidano,6,Canada,1,1,4
2022,Medio Campidano,6,Altri Paesi Centro - Sud America,1,2,4
2022,Medio Campidano,6,Danimarca,1,3,3
2022,Medio Campidano,6,Ucraina,1,3,3
2022,Medio Campidano,6,Cina,1,3,3
2022,Medio Campidano,6,Irlanda,1,1,3
2022,Medio Campidano,6,Altri Paesi o territori del Nord Americani,1,2,2
2022,Medio Campidano,6,Giappone,1,2,2
2022,Medio Campidano,6,Russia,1,2,2
2022,Medio Campidano,6,Cipro,1,2,2
2022,Medio Campidano,6,Nuova Zelanda,1,2,2
2022,Medio Campidano,6,Brasile,1,1,1
2022,Medio Campidano,6,Israele,1,1,1
2022,Medio Campidano,6,Messico,1,1,1
2022,Medio Campidano,7,Sardegna,0,2323,5448
2022,Medio Campidano,7,Lombardia,0,506,1844
2022,Medio Campidano,7,Germania,1,436,1699
2022,Medio Campidano,7,Francia,1,622,1489
2022,Medio Campidano,7,Svizzera (incluso Liechtenstein),1,261,779
2022,Medio Campidano,7,Veneto,0,176,760
2022,Medio Campidano,7,Emilia Romagna,0,225,756
